"TYPE","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","DISTRIBUTION_TYPE","YOUR_AMOUNT"
"","DA BRAT","AIN'T NO THANG","FUNKDAFIED","CHAOS/SO SO DEF","iTunes - Sony","Direct License (Grp 3)",01-AUG-14,31-AUG-14,"CURRENT",.0804787433326107
"","DA BRAT","ALL MY BITCHES","UNRESTRICTED (EXPLICIT)","SONY","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.197295832385948
"","DA BRAT","ALL MY BITCHES","UNRESTRICTED (EXPLICIT)","SONY","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0418869874421975
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","PLAYIT.COM","Webcasting",01-AUG-10,31-OCT-11,"PRIOR",.106827426
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0647130330225909
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0316479460674383
"","DA BRAT","BOOM","LIMELITE, LUV & NITECLUBZ","ARISTA RECORDS, INC.","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.052612221969586
"","DA BRAT","BOOM","LIMELITE, LUV & NITECLUBZ","ARISTA RECORDS, INC.","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.014893151090559
"","DA BRAT","BOOM (RADIO MIX)","BOOM","SONY MUSIC","SLACKER.COM","Webcasting",01-APR-10,31-DEC-10,"PRIOR",.026216677189207575
"","DA BRAT","BOOM (RADIO MIX)","BOOM","SONY MUSIC","IHEART.COM","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.124736418402375
"","DA BRAT","BREEVE ON EM","UNRESTRICTED","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.03998528869688546
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","MIXCLOUD.COM - Nonsubscription Webcast","Webcasting",01-DEC-13,31-DEC-13,"CURRENT",.0169154245844854
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",2.95628075247105
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.698116457369961
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","SIRIUS XM RADIO, INC","Satellite Radio",01-AUG-14,31-AUG-14,"CURRENT",17.7532733963975
"","DA BRAT","DA SHIT YA CAN'T FUC WIT","FUNKDAFIED (EXPLICIT)","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0263061109847932
"","DA BRAT","DA SHIT YA CAN'T FUC WIT","FUNKDAFIED (EXPLICIT)","SONY MUSIC","iTunes - Sony","Direct License (Grp 3)",01-AUG-14,31-AUG-14,"CURRENT",.0725391363670614
"","DA BRAT","F*** YOU","UNRESTRICTED (CLEAN VERSION)","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.049455488651411
"","DA BRAT","F*** YOU","UNRESTRICTED (CLEAN VERSION)","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0204780827495189
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","IHEART.COM","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0772621099059487
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",2.86210487514549
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.649713716325644
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","iTunes - Sony","Direct License (Grp 3)",01-AUG-14,31-AUG-14,"CURRENT",.0660430943043399
"","DA BRAT","FA ALL Y'ALL - REMIX","FUNKDAFIED RATED PG","CHAOS/SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.14626197707545
"","DA BRAT","FA ALL Y'ALL - REMIX","FUNKDAFIED RATED PG","CHAOS/SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0297863021811184
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","REALNETWORKS, INC.","Webcasting",01-JAN-04,30-SEP-09,"PRIOR",.300313116
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","WEBCASTING PROXY II","Webcasting",01-APR-04,31-DEC-09,"PRIOR",.186972174870919075
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","VIACOM MEDIA NETWORKS","Cable Radio",01-SEP-10,30-SEP-10,"PRIOR",.010181817
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","VIACOM MEDIA NETWORKS","Webcasting",01-JAN-08,31-JAN-12,"PRIOR",.050514503390499578
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","RHAPSODY.COM","Webcasting",01-JUL-10,30-JUN-14,"PRIOR",.5983641166788243175
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",1.02015098399028
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.269938363516385
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","iTunes - Sony","Direct License (Grp 3)",01-AUG-14,31-AUG-14,"CURRENT",.0162401051568051
"","DA BRAT","FUCK YOU","UNRESTRICTED","SONY","IHEART.COM","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0754003723178533
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SKY.FM - Nonsubscription Webcast","Webcasting",01-JUL-14,31-JUL-14,"CURRENT",.03692240023678506
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","COLUMBIA","CUMULUS MEDIA, INC.","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0462545480482818
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","COLUMBIA","IHEART.COM","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",1.23247028331899
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CARTER BROADCAST GROUP, INC.","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.168383260868382
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CBS Webcasting","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0112417492904854
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CUMULUS MEDIA, INC.","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0471796390092474
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","JAMMIN983.COM - WJMR","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.0781830037386907
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","LMASANDIEGO.COM (LOCAL MEDIA SAN DIEGO)","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.982826579103326
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","MUSIC CHOICE","Preexisting Services",01-AUG-14,31-AUG-14,"CURRENT",5.81812149060234
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",6.94428717776568
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",1.71922812901642
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",.258511185492377
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SIRIUS XM RADIO, INC","Cable Radio",01-AUG-14,31-AUG-14,"CURRENT",2.15883894839895
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SIRIUS XM RADIO, INC","Satellite Radio",01-AUG-14,31-AUG-14,"CURRENT",159.779460567578
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",4.27985874026763
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","iHeart Media (fka Clear Channel Communications)","Webcasting",01-AUG-14,31-AUG-14,"CURRENT",7.00249860122411
