"TYPE","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","DISTRIBUTION_TYPE","YOUR_AMOUNT"
"","DA BRAT","AIN'T NO THANG","FUNKDAFIED","CHAOS/SO SO DEF","NONSUBSCRIPTION WEBCAST","Webcasting",01-JAN-13,31-DEC-13,"CURRENT",.02995710172916845
"","DA BRAT","ALL MY BITCHES","UNRESTRICTED (EXPLICIT)","SONY","NONSUBSCRIPTION WEBCAST","Webcasting",01-JAN-13,31-DEC-13,"CURRENT",.0324679332514877
"","DA BRAT","ALL MY BITCHES","UNRESTRICTED (EXPLICIT)","SONY","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-MAY-14,31-MAY-14,"CURRENT",.0994271472513983
"","DA BRAT","ALL MY BITCHES","UNRESTRICTED (EXPLICIT)","SONY","PANDORA.COM - Subscription Webcast","Webcasting",01-APR-13,31-MAY-14,"CURRENT",.048661964842728835
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-MAY-14,31-MAY-14,"CURRENT",.0547112344663781
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-APR-13,31-MAY-14,"CURRENT",.0287462090489599905
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","SONY MUSIC ENTERTAINMENT","Direct License (Grp 1)",01-OCT-13,31-DEC-13,"CURRENT",.045484355889558
"","DA BRAT","BOOM","LIMELITE, LUV & NITECLUBZ","ARISTA RECORDS, INC.","NONSUBSCRIPTION WEBCAST","Webcasting",01-JAN-13,31-DEC-13,"CURRENT",.4237592843116165
"","DA BRAT","BOOM","LIMELITE, LUV & NITECLUBZ","ARISTA RECORDS, INC.","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-MAY-14,31-MAY-14,"CURRENT",.0347205911036627
"","DA BRAT","BOOM","LIMELITE, LUV & NITECLUBZ","ARISTA RECORDS, INC.","PANDORA.COM - Subscription Webcast","Webcasting",01-APR-13,31-MAY-14,"CURRENT",.014945537293903151
"","DA BRAT","BOOM (RADIO MIX)","BOOM","SONY MUSIC","IHEART.COM - Nonsubscription Webcast","Webcasting",01-MAY-14,31-MAY-14,"CURRENT",.319299273568943
"","DA BRAT","BREEVE ON EM","UNRESTRICTED","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-MAY-14,31-MAY-14,"CURRENT",.022094921611421942
"","DA BRAT","BREEVE ON EM","UNRESTRICTED","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-APR-13,31-MAY-14,"CURRENT",.011319736281125691
"","DA BRAT","COME AND GET SOME","FUNKDAFIED","CHAOS/SO SO DEF","NONSUBSCRIPTION WEBCAST","Webcasting",01-JAN-13,31-DEC-13,"CURRENT",.02511688944724525
