"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX2100D7LH","Da Brat","That's What I'm Looking For","","","USSM19924162","","RE:SOUND","Foreign Royalties","01-JAN-09","01-DEC-20","","","CURRENT",1.0358,"",
"","SX2100EA55","Dru Hill","In My Bed","5 Steps","Island Records Ltd","USIR29700123","731457214527","Pandora - Universal","Direct Licensing","01-JUL-21","31-JUL-21","1691","","CURRENT",.40433084,"",
"","SX2100O8NQ","Da Brat  Jermaine Dupri  Missy Elliott","That's What I'm Looking For","","","USSM10006757","","IMVU.COM","Webcasting","01-JUN-21","30-JUN-21","","","CURRENT",.03782997,"",
"","SX2100D7CD","Lil Bow Wow feat. Jermaine Dupri and Da Brat","You Know Me","Beware Of Dog","So So Def","USSM10014527","5099750055199","Pandora - SONY","Direct Licensing","01-JUL-21","31-JUL-21","57","","CURRENT",.01590318,"",
"","SX2100V18W","Bow Wow  Da Brat  Dem Franchize Boyz  Jermaine Dupri","I Think They Like Me","On Top Of Our Game (Screwed & Chopped)","Virgin Records Ltd","USVI20600159","094636270753","Pandora - Universal","Direct Licensing","01-JUL-21","31-JUL-21","560","","CURRENT",.100395,"",
"","SX3101WR5J","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","Radio Now, LLC","Webcasting","01-JUL-21","31-JUL-21","","","CURRENT",.02039175,"",
"","SX3101WR5J","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","KDAY","Webcasting","01-APR-21","30-APR-21","","","RESTATEMENT",.160056,"",
"","SX2100D82A","Da Brat","Funkdafied","","","USSM19400530","","IMVU.COM","Webcasting","01-JUN-21","30-JUN-21","","","CURRENT",.07733475,"",
"","SX2100D8A8","Da Brat","May Da Funk Be Wit 'Cha","Funkdafied","So So Def/Work","USSM10024867","074646616420","Pandora - SONY","Direct Licensing","01-JUL-21","31-JUL-21","774","","CURRENT",.64764,"",
"","SX3101KUQS","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","","","Connoisseur Media, LLC","Webcasting","01-JUL-21","31-JUL-21","","","CURRENT",.02928375,"",
