"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX3102DTYW","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE DA BRAT","THE ULTIMATE R&B COLLECTION","WARNER MUSIC GROUP","","","Sirius XM Radio, Inc","Webcasting","01-DEC-20","31-DEC-20","2254","","CURRENT",1.12830075,"",
"","SX2100EA55","Dru Hill","In My Bed","5 Steps","Island Records Ltd","USIR29700123","731457214527","Pandora - Universal","Direct Licensing","01-DEC-20","31-DEC-20","9580","","CURRENT",2.30788148,"",
"","SX2103GRRR","Da Brat  Total","No One Else","Total","Bad Boy Entertainment","USBB49900831","00786127300628","Sirius XM Radio, Inc","SDARS","01-DEC-20","31-DEC-20","","4","CURRENT",42.33650062,"",
"","SX31000R2U","DRU HILL/DA BRAT","IN MY BED REMIX","","","","","Urban One","Webcasting","01-DEC-20","31-DEC-20","165","","CURRENT",.060705,"",
"","SX2100D825","Da Brat","Sittin' On Top Of The World","","","USSM19603744","","IMVU.COM","Webcasting","01-DEC-20","31-DEC-20","","","CURRENT",.01252575,"",
"","SX3101ZE9T","DA BRAT","GIVE IT 2 YA REMIX","","","","","Urban One","Webcasting","01-DEC-20","31-DEC-20","114","","CURRENT",.0838755,"",
"","SX2100ELZT","Da Brat","That's What I'm Looking For","Unrestricted","Columbia","USSM19924161","5099749178021","Sirius XM Radio, Inc","Cable Radio","01-DEC-20","31-DEC-20","","","CURRENT",.255645,"",
"","SX3102VRYA","DA BRAT/MARIAH CAREY/XSCAPE","ALWAYS BE MY BABY (REMIX)","KEEP IT LOCKED TO MIDNIGHT EXPRESS RADIO","UMVD IMPORT","","","Cumulus Media, Inc.","Webcasting","01-DEC-20","31-DEC-20","589","","CURRENT",.14224352,"",
"","","","","","","","","RAAP - RECORDED ARTISTS AND PERFORMERS","Foreign Royalties","01-JAN-10","01-DEC-19","","","CURRENT",14.5427,"",
"","SX2100V3R5","Da Brat & Bow Wow  Dem Franchize Boyz feat. Jermaine Dupri","I Think They Like Me","On Top Of Our Game","Virgin Records America","USVI20500231","094635473025","Sirius XM Radio, Inc","Cable Radio","01-DEC-20","31-DEC-20","","","CURRENT",.13634685,"",
"","SX2100D63U","Da Brat","Got It Poppin'","Limelite, Luv & Niteclubz","Arista","USAR10300636","888880307958","Pandora - SONY","Direct Licensing","01-DEC-20","31-DEC-20","14","","CURRENT",.01008,"",
"","SX3101WR5J","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","Beasley Mezzanine Holdings (Beasley Broadcasting)","Webcasting","01-NOV-20","30-NOV-20","358","","CURRENT",.258894,"",
