"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX2100EA55","Dru Hill","In My Bed","","","USIR29700123","","SLACKER.COM (subscription)","Webcasting","01-MAR-17","31-MAR-17","176","","CURRENT",.05142428,"",
"","SX2100D7LB","Da Brat  Mariah Carey  Missy Elliott","Heartbreaker","Rainbow","Columbia","USSM19907865","5099749506596","Pandora - SONY","Direct Licensing","01-JUN-21","30-JUN-21","1792","","CURRENT",.49975002,"",
"","SX31000NJQ","DA BRAT","DA B SIDE","BAD BOYS [ST]","WORK","","","SLACKER.COM (subscription)","Webcasting","01-JAN-17","31-JAN-17","341","","CURRENT",.29587275,"",
"","SX2100D8A9","Da Brat","Funkdafied","","","USSM19402033","","SLACKER.COM (subscription)","Webcasting","01-APR-17","30-APR-17","213","","CURRENT",.1866465,"",
"","SX2100EA55","Dru Hill","In My Bed","5 Steps","Island Records Ltd","USIR29700123","602527070230","SLACKER.COM (nonsubscription)","Webcasting","01-JAN-17","31-JAN-17","1348","","CURRENT",.30444088,"",
"","SX2104GIM8","Da Brat  Total","No One Else (feat. Da Brat)","","","USBB40581128","","iHeartRadio","Webcasting","01-APR-21","30-APR-21","","","RESTATEMENT",.1702305,"",
"","SX2100D7LB","Da Brat  Mariah Carey  Missy Elliott","Heartbreaker","Rainbow","Columbia","USSM19907865","7509949506527","ACCURADIO.COM","Webcasting","01-MAY-21","31-MAY-21","","","RESTATEMENT",.0214726,"",
"","SX31026V4M","MARIAH CAREY/DA BRAT/XSCAPE","ALWAYS BE MY BABY","ALWAYS BE MY BABY","","","","Audacy","Webcasting","01-MAY-21","31-MAY-21","","","RESTATEMENT",.07972078,"",
"","SX2100D7LB","Da Brat  Mariah Carey  Missy Elliott","Heartbreaker","Heartbreaker EP","Columbia/Legacy","USSM19907865","886448676492","Sirius XM Radio, Inc","Webcasting","01-JUN-21","30-JUN-21","153","","CURRENT",.05296195,"",
"","SX2100ELZT","Da Brat","That's What I'm Looking For","","","USSM19924161","","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-JUN-21","30-JUN-21","9802","","CURRENT",8.20351125,"",
"","SX2104D2E3","Missy Elliott & Da Brat","Sock It 2 Me (feat. Da Brat)","Supa Dupa Fly","Elektra Entertainment Group","USEW19706203","075596206228","Sirius XM Radio, Inc","Webcasting","01-JUN-21","30-JUN-21","12295","","CURRENT",6.3845415,"",
"","SX2100EA55","Dru Hill","In My Bed","","","USIR29700123","","Audacy","Webcasting","01-APR-21","30-APR-21","","","RESTATEMENT",.14607745,"",
"","SX2100D63O","Cherish  Da Brat","In Love Wit Chu","","","USAR10300642","","iHeartRadio","Webcasting","01-MAY-21","31-MAY-21","","","RESTATEMENT",.03383663,"",
"","SX2100D829","Da Brat  T-Boz","Ghetto Love","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19603748","074646792223","Sirius XM Radio, Inc","SDARS","01-JUN-21","30-JUN-21","","1","CURRENT",20.82014775,"",
"","SX2100EA55","Dru Hill","In My Bed","5 Steps","Island Records Ltd","USIR29700123","731457214527","Pandora - Universal","Direct Licensing","01-JUN-21","30-JUN-21","2260","","CURRENT",.54034804,"",
"","SX2100V3R5","Da Brat & Bow Wow  Dem Franchize Boyz feat. Jermaine Dupri","I Think They Like Me","On Top Of Our Game","Virgin Records America","USVI20500231","094635473025","Sirius XM Radio, Inc","Webcasting","01-JAN-21","31-JAN-21","","","RESTATEMENT",.22261635,"",
"","SX2100D8A9","Da Brat","Funkdafied","Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas","Sony Music Entertainment","USSM19402033","886444019668","Sonos Radio","Webcasting","01-FEB-21","28-FEB-21","","","RESTATEMENT",.0212895,"",
"","SX2107VZK4","Da Brat","Sittin' On Top Of The World","Anuthatantrum","So So Def","USSM19603181","9399700017960","Pinnacle Hip Hop","Webcasting","01-MAY-21","31-MAY-21","","","CURRENT",.0125685,"",
"","SX2107VZKC","Da Brat","Anuthatantrum","","","USSM19603179","","SLACKER.COM - Sony","Direct Licensing","01-JUL-17","31-JUL-17","","","CURRENT",.01206,"",
"","SX2100D7LB","Da Brat  Mariah Carey  Missy Elliott","Heartbreaker","Rainbow","Columbia","USSM19907865","7509949506527","ACCURADIO.COM","Webcasting","01-APR-21","30-APR-21","","","RESTATEMENT",.02167208,"",
"","SX2100V108","Da Brat & Bow Wow  Dem Franchize Boyz feat. Jermaine Dupri","I Think They Like Me","On Top Of Our Game (Screwed & Chopped)","Virgin Records America","USVI20600171","094636369020","Pandora - Universal","Direct Licensing","01-JUN-21","30-JUN-21","287","","CURRENT",.041166,"",
"","SX2100D8A5","Da Brat","Come And Get Some","Funkdafied","So So Def/Work","USSM10021886","074646616420","Pandora - SONY","Direct Licensing","01-APR-21","30-APR-21","","","RESTATEMENT",.0171,"",
"","SX2104D2E3","Da Brat  Missy Elliott","Sock It 2 Me (feat. Da Brat)","","","USEW19706203","","Beats1 - Warner","Direct Licensing","01-JUN-21","30-JUN-21","","","CURRENT",.226755,"",
