42135,1,42135,OVER THE EDGE,1276594,BUMA / STEMRA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,BUST,1,ARMA 431,16071612,0,25,0,0,0.02,4,0.01,37.5,0,100,CP,0,,,,,,19,565,NL,NETHERLANDS,,0,CH,25,,,,,,,,,,,,,MECHANICALS,D
42135,1,42135,OVER THE EDGE,1276594,BUMA / STEMRA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,BUST,1,ARMA 431,16071612,0,25,0,0,0.02,6,0.01,37.5,0,100,CP,0,,,,,,19,565,NL,NETHERLANDS,,0,CH,25,,,,,,,,,,,,,MECHANICALS,D
42135,1,42135,OVER THE EDGE,1276594,BUMA / STEMRA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,BUST,1,ARMA 431,16071612,0,25,0,0,0.02,4,0.01,37.5,0,100,CP,0,,,,,,19,565,NL,NETHERLANDS,,0,CH,25,,,,,,,,,,,,,MECHANICALS,D
42135,1,42135,OVER THE EDGE,1276594,BUMA / STEMRA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,BUST,4,AL-REF,18011812,0,6.25,0,0,0.24,7,0.06,25,0,100,CP,0,,,,,,19,555,NL,NETHERLANDS,,0,CH,6.25,,,,,,,,,,,,,PERFORMANCE,D
42135,1,42135,OVER THE EDGE,1276594,BUMA / STEMRA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,BUST,4,AL-REF,18011812,0,6.25,0,0,0.24,7,0.06,25,0,100,CP,0,,,,,,19,555,NL,NETHERLANDS,,0,CH,6.25,,,,,,,,,,,,,PERFORMANCE,D
42135,1,42135,OVER THE EDGE,1276594,BUMA / STEMRA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,BUST,4,AL-REF,18011812,0,12.5,0,0,0.47,7,0.12,25,0,100,CP,0,,,,,,19,555,NL,NETHERLANDS,,0,CH,12.5,,,,,,,,,,,,,PERFORMANCE,D
42135,1,42135,OVER THE EDGE,1276594,CLIPPERS MUSIC SRL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CLIP,1,KENDRICK JOHN B,19071910,0,6.25,0,0,0.04,1,0.02,41.667,37.5,97.5,CP,0,,,,,,19,1019,SP,SPAIN,,0,CH,6.25,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CLIPPERS MUSIC SRL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CLIP,1,KENDRICK JOHN B,19071910,0,6.25,0,0,0.04,1,0.02,41.667,37.5,97.5,CP,0,,,,,,19,1019,SP,SPAIN,,0,CH,6.25,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CLIPPERS MUSIC SRL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CLIP,1,KENDRICK JOHN B,19071910,0,12.5,0,0,0.07,1,0.03,41.667,37.5,97.5,CP,0,,,,,,19,1019,SP,SPAIN,,0,CH,12.5,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,1,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.11,3872,0.05,41.667,37.5,100,CP,0,,,,,,19,654,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,1,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.11,3872,0.05,41.667,37.5,100,CP,0,,,,,,19,654,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,1,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.22,3872,0.09,41.667,37.5,100,CP,0,,,,,,19,654,BE,BELGIUM,,0,CB,25,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,1,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.11,3872,0.05,41.667,37.5,100,CP,0,,,,,,19,654,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,1,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.11,3872,0.05,41.667,37.5,100,CP,0,,,,,,19,654,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,1,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.22,3872,0.09,41.667,37.5,100,CP,0,,,,,,19,654,BE,BELGIUM,,0,CB,25,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,1,PLUS VALUE AUDI,1181218,0,45,0,0,0.2,3872,0.08,41.667,37.5,100,CP,0,,,,,,19,654,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,1,PLUS VALUE AUDI,1181218,0,45,0,0,0.2,3872,0.08,41.667,37.5,100,CP,0,,,,,,19,654,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,1,PLUS VALUE AUDI,1181218,0,45,0,0,0.41,3872,0.17,41.667,37.5,100,CP,0,,,,,,19,654,BE,BELGIUM,,0,CB,25,,,,,,,,,,,,,MECHANICALS,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,11,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.07,3872,0.03,41.667,37.5,100,CP,0,,,,,,19,1149,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECH - PERFORMANCE,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,11,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.07,3872,0.03,41.667,37.5,100,CP,0,,,,,,19,1149,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECH - PERFORMANCE,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,11,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.14,3872,0.06,41.667,37.5,100,CP,0,,,,,,19,1149,BE,BELGIUM,,0,CB,25,,,,,,,,,,,,,MECH - PERFORMANCE,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,11,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.07,3872,0.03,41.667,37.5,100,CP,0,,,,,,19,1149,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECH - PERFORMANCE,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,11,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.07,3872,0.03,41.667,37.5,100,CP,0,,,,,,19,1149,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECH - PERFORMANCE,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,11,PLUS VALUE AUDI,1181218,0,24.375,0,0,0.14,3872,0.06,41.667,37.5,100,CP,0,,,,,,19,1149,BE,BELGIUM,,0,CB,25,,,,,,,,,,,,,MECH - PERFORMANCE,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,11,PLUS VALUE AUDI,1181218,0,45,0,0,0.13,3872,0.05,41.667,37.5,100,CP,0,,,,,,19,1149,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECH - PERFORMANCE,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,11,PLUS VALUE AUDI,1181218,0,45,0,0,0.13,3872,0.05,41.667,37.5,100,CP,0,,,,,,19,1149,BE,BELGIUM,,0,CB,12.5,,,,,,,,,,,,,MECH - PERFORMANCE,F
42135,1,42135,OVER THE EDGE,1276594,CTM ENTERTAINMENT BELGIUM,BORGER/FRAMPTON/ILLINGWORTH/WALKER,CPMB,11,PLUS VALUE AUDI,1181218,0,45,0,0,0.26,3872,0.11,41.667,37.5,100,CP,0,,,,,,19,1149,BE,BELGIUM,,0,CB,25,,,,,,,,,,,,,MECH - PERFORMANCE,F
