Company Name,Company Code,Payee Name,Payee Code,Client Name,Client Code,Song Title,Song Code,Composer(s),Source Name,Source Code,Income Type Description,Income Type,Percent Received,Amount Received,Share,Contractual Rate,Contractual Code,Effective Rate,Amount Earned,Catalogue Number,Units,Price,Date Period (From),Date Period (To),Territory Name,Territory Code,Production/Episode,Production/Episode Code,Imported Production/Episode,Exploitation Source Name,ISRC,ISWC,Notes,Currency,Statement ID,Statement Line
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.06,50,90,580,90,0.03,APRA NZ,0,0,07/2019,12/2019,NEW ZEALAND,NEWZ,,0,,,,T0614180276,,USD,10684,704
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.82,50,90,580,90,0.37,AMCOS,0,0,07/2019,12/2019,AUSTRALIA,AUST,,0,,,,T0614180276,,USD,10684,705
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.04,50,90,580,90,0.02,APRA NZ,0,0,07/2019,12/2019,NEW ZEALAND,NEWZ,,0,,,,T0614180276,,USD,10684,706
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.06,50,90,580,90,0.03,AMCOS,0,0,07/2019,12/2019,NEW ZEALAND,NEWZ,,0,,,,T0614180276,,USD,10684,707
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.07,50,90,580,90,0.03,AMCOS,0,0,07/2019,12/2019,NEW ZEALAND,NEWZ,,0,,,,T0614180276,,USD,10684,708
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.02,50,90,580,90,0.01,AMCOS,0,0,07/2019,12/2019,NEW ZEALAND,NEWZ,,0,,,,T0614180276,,USD,10684,709
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.43,50,90,580,90,0.19,APRA,0,0,07/2019,12/2019,AUSTRALIA,AUST,,0,,,,T0614180276,,USD,10684,711
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.09,50,90,580,90,0.04,APRA,0,0,07/2019,12/2019,AUSTRALIA,AUST,,0,,,,T0614180276,,USD,10684,712
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.51,50,90,580,90,0.23,APRA,0,0,07/2019,12/2019,AUSTRALIA,AUST,,0,,,,T0614180276,,USD,10684,714
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Native Tongue Music Publishing Pty,NAT1,Performance,02,0,0.17,50,90,580,90,0.08,AMCOS,0,0,07/2019,12/2019,AUSTRALIA,AUST,,0,,,,T0614180276,,USD,10684,717
