royalty_period,tango_work_code,source_work_id,composer,source_income_type,statement_id,deal_scope_id,distribution_start,distribution_end,income_provider_name,exploitation_territory_name,exploitation_source,product_description,units,amount_received,rate_percentage,amount_paid,processing_territory_name,source_territory_name,deal_scope_name,tango_income_type_name,tango_work_title,creator_names
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,APPLE INC,,5,0.008672080757,@75,0.00650406056775,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Download Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,IMUSICA S A,,3,0.0037266509199,@75,0.002794988189925,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,NAPSTER _ RHAPSODY,,57,0.0061876468104,@75,0.0046407351078,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,NAPSTER _ RHAPSODY,,156,0.0146956611747,@75,0.011021745881025,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,NAPSTER _ RHAPSODY,,159,0.0089298993741,@75,0.006697424530575,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,NAPSTER _ RHAPSODY,,1184,0.0848692011381,@75,0.063651900853575,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,SUPERPLAYER,,5,0.0001406283366,@75,0.00010547125245,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,SUPERPLAYER,,340,0.0036094606394,@75,0.00270709547955,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,YOUTUBE,,1440,0.0028594428442,@75,0.00214458213315,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
201907201909,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,15081,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201810,201904,Backoffice Music (BRAZIL),Brazil,YOUTUBE,,1523,0.0038672792565,@75,0.002900459442375,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Caracciolo, Alessia / Coleridge, Tillman / Lam, Terence / Hayes, Isaac / Wansel, Andrew / Felder, Warren / Gerongco, Samuel T."
