Company Name,Company Code,Payee Name,Payee Code,Client Name,Client Code,Song Title,Song Code,Composer(s),Source Name,Source Code,Income Type Description,Income Type,Percent Received,Amount Received,Share,Contractual Rate,Contractual Code,Effective Rate,Amount Earned,Catalogue Number,Units,Price,Date Period (From),Date Period (To),Territory Name,Territory Code,Production/Episode,Production/Episode Code,Imported Production/Episode,Exploitation Source Name,ISRC,ISWC,Notes,Currency,Statement ID,Statement Line
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,SCHUBERT MUSIC EUROPE GMBH,SCH4,Mechanical rights,01,16.67,0.01,100,50,2709,50,0.01,PRIVATE COPYIN,0,0,01/2017,03/2017,Czech Republic,CZEC,,0,,,,,,USD,2582,5206
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,SCHUBERT MUSIC EUROPE GMBH,SCH4,Mechanical rights,01,16.67,0.01,100,50,2709,50,0.01,PRIVATE COPYIN,0,0,01/2017,03/2017,Czech Republic,CZEC,,0,,,,,,USD,2582,6544
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,KOBALT MUSIC,KOBA,Mechanical rights,01,0,0.01,100,50,2709,50,0.01,,0,0,10/2017,12/2017,Australia,AUS3,,0,,,,,AMCOS Q3 2017 - CMS Australia [Part 21 Of 23],USD,2592,2064
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,KOBALT MUSIC,KOBA,Streaming Mech,69,0,0.04,100,50,2709,50,0.02,,0,0,10/2017,12/2017,Australia,AUS3,,0,,,,,AMCOS Q3 2017 - CMS Australia [Part 19 Of 23],USD,2592,2247
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,TRACTOR FACTOR MUSIC (ROW),1868,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,KOBALT MUSIC,KOBA,Streaming Mech,69,0,0.04,100,25,1868,25,0.01,,0,0,10/2017,12/2017,Australia,AUS3,,0,,,,,AMCOS Q3 2017 - CMS Australia [Part 19 Of 23],USD,2592,2247
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,TRACTOR FACTOR MUSIC (ROW),1868,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,KOBALT MUSIC,KOBA,Download Mechanical,16,0,0.14,100,25,1868,25,0.04,,0,0,10/2017,12/2017,Australia,AUS3,,0,,,,,AMCOS Q3 2017 - CMS Australia [Part 16 Of 23],USD,2592,2422
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,KOBALT MUSIC,KOBA,Download Mechanical,16,0,0.14,100,50,2709,50,0.07,,0,0,10/2017,12/2017,Australia,AUS3,,0,,,,,AMCOS Q3 2017 - CMS Australia [Part 16 Of 23],USD,2592,2422
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,TRACTOR FACTOR MUSIC (ROW),1868,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,KOBALT MUSIC,KOBA,Download Mechanical,16,0,0.03,100,25,1868,25,0.01,,0,0,10/2017,12/2017,Australia,AUS3,,0,,,,,AMCOS Q3 2017 - CMS Australia [Part 12 Of 23],USD,2592,2455
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,KOBALT MUSIC,KOBA,Download Mechanical,16,0,0.03,100,50,2709,50,0.02,,0,0,10/2017,12/2017,Australia,AUS3,,0,,,,,AMCOS Q3 2017 - CMS Australia [Part 12 Of 23],USD,2592,2455
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,KOBALT MUSIC,KOBA,Download Mechanical,16,0,0.11,100,50,2709,50,0.06,,0,0,10/2017,12/2017,Australia,AUS3,,0,,,,,AMCOS Q3 2017 - CMS Australia [Part 12 Of 23],USD,2592,2456
Spirit One Nashville,SPI1,JIM COLLINS (TRACTOR FACTOR MUSIC CATALOG) (ROW),2709,TRACTOR FACTOR MUSIC (ROW),1868,"AMERICAN PRAYER, AN",83727,Jim Collins/Marv Green/Wendell Mobley,KOBALT MUSIC,KOBA,Download Mechanical,16,0,0.11,100,25,1868,25,0.03,,0,0,10/2017,12/2017,Australia,AUS3,,0,,,,,AMCOS Q3 2017 - CMS Australia [Part 12 Of 23],USD,2592,2456
