Company Name,Company Code,Payee Name,Payee Code,Client Name,Client Code,Song Title,Song Code,Composer(s),Source Name,Source Code,Income Type Description,Income Type,Percent Received,Amount Received,Share,Contractual Rate,Contractual Code,Effective Rate,Amount Earned,Catalogue Number,Units,Price,Date Period (From),Date Period (To),Territory Name,Territory Code,Production/Episode,Production/Episode Code,Imported Production/Episode,Exploitation Source Name,ISRC,ISWC,Notes,Currency,Statement ID,Statement Line
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Because Editions SARL,BECA,Performance,02,3.75,0.03,50,90,580,90,0.01,,0,0,01/2016,03/2016,FRANCE,FRAN,,0,,,,T0614180276,Source Statement Id: 1635,USD,6265,242
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Because Editions SARL,BECA,Performance,02,3.75,0.03,50,90,580,90,0.01,,0,0,10/2015,12/2015,FRANCE,FRAN,,0,,,,T0614180276,Source Statement Id: 1607,USD,6265,243
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Because Editions SARL,BECA,Performance,02,3.75,0.24,50,90,580,90,0.11,,0,0,10/2015,12/2015,FRANCE,FRAN,,0,,,,T0614180276,Source Statement Id: 1607,USD,6265,244
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Because Editions SARL,BECA,Performance,02,3.75,0.12,50,90,580,90,0.05,,0,0,01/2016,03/2016,FRANCE,FRAN,,0,,,,T0614180276,Source Statement Id: 1635,USD,6265,245
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Because Editions SARL,BECA,Performance,02,3.75,0.16,50,90,580,90,0.07,,0,0,10/2015,12/2015,FRANCE,FRAN,,0,,,,T0614180276,Source Statement Id: 1607,USD,6265,246
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,ASCAP Foreign,ASCF,Performance,02,0,0.05,50,90,580,90,0.02,PARANOIA (2013),0,0,07/2016,09/2016,SINGAPORE,SING,,0,,,,T0614180276,PULSE RECORDING SONGS,USD,6325,219
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,Peermusic Argentina,PEE6,Performance,02,85,0.54,50,90,580,90,0.24,SADAIC,0,0,07/2016,12/2016,ARGENTINA,ARGE,,0,,,,T0614180276,,USD,6366,1666
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,ASCAP Domestic,ASCD,Performance,02,3.75,52.75,50,90,580,90,23.74,MISTRESSES,1,0,07/2016,09/2016,US,US,,0,,,,T0614180276,,USD,6367,278
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,ASCAP Domestic,ASCD,Streaming,26,3.75,4.36,50,90,580,90,1.96,MISTRESSES,782082,0,07/2016,09/2016,US,US,,0,,,,T0614180276,HULU,USD,6367,1620
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,ASCAP Domestic,ASCD,Streaming,26,3.75,1.95,50,90,580,90,0.88,APPLE SUBSCRIPTION,71993,0,07/2016,09/2016,US,US,,0,,,,T0614180276,,USD,6367,2462
"PULSE PUBLISHING ADMINISTRATION, LLC",PPA,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,JONATHAN SLOAN A/K/A DONNIE SLOAN D/B/A,580,ALIVE ,66159,BACH/LITTLEMORE/MAYES/STEELE/SLOAN,ASCAP Domestic,ASCD,Streaming,26,3.75,0.35,50,90,580,90,0.16,Pandora,42083,0,07/2016,09/2016,US,US,,0,,,,T0614180276,,USD,6367,5026
