"TYPE","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","ISRC","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","NUM_PERFORMANCES","NUM_SPINS","DISTRIBUTION_TYPE","YOUR_AMOUNT"
"","22 ♦ Da Brat","Breeve On Em","Unrestricted","So So Def","USSM19929827","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-MAR-15,31-MAR-15,88,,"CURRENT",.04995557986509947
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-MAR-15,31-MAR-15,76,,"CURRENT",.0431434553380407
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Subscription Webcast","Webcasting",01-MAR-15,31-MAR-15,12,,"CURRENT",.0121647854585837
"","DA BRAT","BOOM","LIMELITE, LUV & NITECLUBZ","ARISTA RECORDS, INC.","","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-MAR-15,31-MAR-15,33,,"CURRENT",.01873334244941249
"","DA BRAT","BOOM","LIMELITE, LUV & NITECLUBZ","ARISTA RECORDS, INC.","","PANDORA.COM - Subscription Webcast","Webcasting",01-MAR-15,31-MAR-15,10,,"CURRENT",.01013732121548635
"","DA BRAT","DA B SIDE","BAD BOYS [ST]","WORK","","8TRACKS.COM - Nonsubscription Webcast","Webcasting",01-NOV-14,31-DEC-14,81,,"CURRENT",.0440683800765014
"","DA BRAT","DA B SIDE","BAD BOYS [ST]","WORK","","CPB/ NPR - CPB/ NPR","Webcasting",01-OCT-14,31-DEC-14,,,"CURRENT",.0755613664663823
"","DA BRAT","FAB FIVE FREDDY FREESTYLE FEAT JD.","","SONY","","LIVE365.COM - Subscription & Nonsubscription Webcast","Webcasting",01-AUG-14,31-DEC-14,487,,"CURRENT",.4920091842802912
"","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","","CBS Webcasting","Webcasting",01-JUN-14,31-JUL-14,,,"PRIOR",2.08792884568782
"","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","","LIVE365.COM - Subscription & Nonsubscription Webcast","Webcasting",01-AUG-14,31-DEC-14,34,,"CURRENT",.03449208519733319
"","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","","TOWNSQUARE MEDIA BROADCASTING","Webcasting",01-MAR-15,31-MAR-15,207,,"CURRENT",.210178023565921
