"TYPE","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","ISRC","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","NUM_PERFORMANCES","NUM_SPINS","DISTRIBUTION_TYPE","YOUR_AMOUNT"
"","22 ♦ Da Brat","Breeve On Em","Unrestricted","So So Def","USSM19929827","Google Play Music","Webcasting",01-AUG-15,31-AUG-15,,,"CURRENT",.0550217349840944
"","22 ♦ Da Brat","Breeve On Em","Unrestricted","So So Def","USSM19929827","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-15,31-AUG-15,68,,"CURRENT",.03860203453250147
"","22 ♦ Da Brat","Breeve On Em","Unrestricted","So So Def","USSM19929827","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-15,31-AUG-15,16,,"CURRENT",.01621984375431807
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-15,31-AUG-15,87,,"CURRENT",.04938789712246527
"","DA BRAT","BACK UP","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-15,31-AUG-15,14,,"CURRENT",.01419236328502815
"","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","","TOWNSQUARE MEDIA BROADCASTING","Webcasting",01-AUG-15,31-AUG-15,196,,"CURRENT",.199450772363205
"","DA BRAT","IN LOVE WIT CHEW (CLEAN EDIT)","COMP PROMO","SO SO DEF","","IMVU.COM","Webcasting",01-MAR-15,31-JUL-15,226,,"CURRENT",.2108658938942971
"","DA BRAT","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","","ACCURADIO.COM - Nonsubscription Webcast","Webcasting",01-SEP-14,30-JUN-15,,,"CURRENT",.05154063017679541
"","DA BRAT","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","","iHeartRadio","Webcasting",01-AUG-15,31-AUG-15,35.93,,"CURRENT",.0364220844826447
"","DA BRAT","LONG TIME AWAY","YELLOW PILLS 004: PREFILL","NUMERO","","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-15,31-AUG-15,38,,"CURRENT",.0215717251799273
"","DA BRAT","LONG TIME AWAY","YELLOW PILLS 004: PREFILL","NUMERO","","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-15,31-AUG-15,28,,"CURRENT",.0283847265700567
"","DA BRAT","PINK LEMONADE","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-15,31-AUG-15,84,,"CURRENT",.0476848661872081
"","DA BRAT","PINK LEMONADE","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-15,31-AUG-15,16,,"CURRENT",.01621984375431803
"","DA BRAT","RUNNIN' OUT OF TIME","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-15,31-AUG-15,62,,"CURRENT",.03519597266198696
"","DA BRAT","RUNNIN' OUT OF TIME","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-15,31-AUG-15,10,,"CURRENT",.01013740234644874
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR (CLEAN)","SINGLE","SO SO DEF","","IMVU.COM","Webcasting",01-MAR-15,31-JUL-15,432,,"CURRENT",.4030678565273612
"","DA BRAT","WE READY","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-15,31-AUG-15,2758,,"CURRENT",1.565653106479999
"","DA BRAT","WE READY","UNRESTRICTED","SO SO DEF","","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-15,31-AUG-15,369,,"CURRENT",.3740701465839633
"","DA BRAT","WHAT 'CHU LIKE","UNRESTRICTED","SONY MUSIC","","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-15,31-AUG-15,3062,,"CURRENT",1.73822690791942
"","DA BRAT","WHAT 'CHU LIKE","UNRESTRICTED","SONY MUSIC","","PANDORA.COM - Subscription Webcast","Webcasting",01-AUG-15,31-AUG-15,920,,"CURRENT",.932641015873296
"","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED [EXPLICIT]","SONY","","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-AUG-15,31-AUG-15,62317,,"CURRENT",35.3759262641457
