,Song Name,C,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
0,AFTERGLOW,RUZUMNA/FISK,ASCAP,PERF.,USA,,,1021,1221,0.03,90.000,0.03
1,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,APPLE SUBSCRIPT,,1021,1221,0.24,90.000,0.22
2,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,PANDORA,,1021,1221,0.05,90.000,0.05
3,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,PANDORA PLUS,,1021,1221,0.03,90.000,0.03
4,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,PANDORA PREMIUM,,1021,1221,0.01,90.000,0.01
5,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,SPOTIFY,,1021,1221,0.12,90.000,0.11
6,AFTERGLOW,RUZUMNA/FISK,"SPOTIFY USA, INC.",STREAM.M,USA,USTC80912997,729,0721,0921,0.22,90.000,0.20
7,AFTERGLOW,RUZUMNA/FISK,"SPOTIFY USA, INC.",STREAM.M,USA,USTC80912997,,0721,0921,0.04,90.000,0.04
8,AM MOONLIGHT,RUZUMNA/BAYS/JANSON,APPLE INC.,STREAM.M,USA,QZKDK2076094,313,0121,0121,0.06,45.000,0.03
9,AM MOONLIGHT,RUZUMNA/BAYS/JANSON,APPLE INC.,STREAM.M,USA,QZKDK2076094,313,0121,0121,0.06,45.000,0.03
10,AM MOONLIGHT,RUZUMNA/BAYS/JANSON,APPLE INC.,STREAM.M,USA,QZKDK2076094,205,0721,0721,0.05,45.000,0.02
11,AM MOONLIGHT,RUZUMNA/BAYS/JANSON,APPLE INC.,STREAM.M,USA,QZKDK2076094,205,0721,0721,0.05,45.000,0.02
12,AM MOONLIGHT,RUZUMNA/BAYS/JANSON,APPLE INC.,STREAM.M,USA,QZKDK2076094,109,0821,0821,0.03,45.000,0.01
13,AM MOONLIGHT,RUZUMNA/BAYS/JANSON,APPLE INC.,STREAM.M,USA,QZKDK2076094,109,0821,0821,0.03,45.000,0.01
14,AM MOONLIGHT,RUZUMNA/BAYS/JANSON,APPLE INC.,STREAM.M,USA,QZKDK2076094,72,0921,0921,0.02,45.000,0.01
15,AM MOONLIGHT,RUZUMNA/BAYS/JANSON,APPLE INC.,STREAM.M,USA,QZKDK2076094,72,0921,0921,0.02,45.000,0.01
