,Song Name,C,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
0,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,,,0790,0990,0.15,90.000,0.14
1,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,,,0790,0990,0.04,90.000,0.04
2,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,,,0790,0990,0.40,90.000,0.36
3,AFTERGLOW,RUZUMNA/FISK,"MUSIC REPORTS,INC.",STREAM.M,USA,USTC80912997,,1212,0719,0.03,90.000,0.03
4,AFTERGLOW,RUZUMNA/FISK,"MUSIC REPORTS,INC.",STREAM.M,USA,USTC80912997,,0614,0619,0.01,90.000,0.01
5,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,2336,1212,0719,0.14,90.000,0.13
6,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,115,0114,0519,0.05,90.000,0.05
7,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,,0114,0519,0.01,90.000,0.01
8,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,196,0614,0619,0.07,90.000,0.06
9,AFTERGLOW,RUZUMNA/FISK,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,ASTR,,,0718,0918,0.01,90.000,0.01
10,AFTERGLOW,RUZUMNA/FISK,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,ASTR,,,0718,1218,0.01,90.000,0.01
11,AFTERGLOW,RUZUMNA/FISK,NATIVE TONGUEMUSICPUBLISHING AUST,DOWNLOAD,ASTR,859701354802,1,1118,1218,0.02,90.000,0.02
12,AFTERGLOW,RUZUMNA/FISK,"NICHION, INC JAPAN",PERF.,JAPA,,,0119,0619,2.41,90.000,2.17
13,AFTERGLOW,RUZUMNA/FISK,"NICHION, INC JAPAN",D.PERF,JAPA,,,0119,0619,0.15,90.000,0.14
14,AFTERGLOW,RUZUMNA/FISK,"NICHION, INC JAPAN",DOWNLOAD,JAPA,,,0119,0619,0.42,90.000,0.38
15,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.63,45.000,0.73
16,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
17,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.32,45.000,0.59
18,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.63,45.000,0.73
19,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
20,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
21,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.63,45.000,0.73
22,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.32,45.000,0.59
23,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.32,45.000,0.59
24,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
25,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
26,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
27,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
28,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,2.27,45.000,1.02
29,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,7.81,45.000,3.51
30,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,2.27,45.000,1.02
31,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.72,45.000,0.77
32,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
33,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.32,45.000,0.59
34,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.63,45.000,0.73
35,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
36,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
37,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.63,45.000,0.73
38,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.32,45.000,0.59
39,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.32,45.000,0.59
40,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
41,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
42,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
43,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,0.33,45.000,0.15
44,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,2.26,45.000,1.02
45,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,2.26,45.000,1.02
46,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,1.72,45.000,0.77
47,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,0790,0990,9.42,45.000,4.24
48,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,CZEC,CABIN FEVER 2:,,1018,1218,0.49,45.000,0.22
49,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0790,0990,1.64,45.000,0.74
50,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0790,0990,4.69,45.000,2.11
51,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0790,0990,1.74,45.000,0.78
52,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0790,0990,1.64,45.000,0.74
53,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0790,0990,4.68,45.000,2.11
54,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0790,0990,1.73,45.000,0.78
55,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,EDITION BJORLUND SWEDEN,D.PERF,DENM,,,1018,0619,0.19,45.000,0.09
56,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,EDITION BJORLUND SWEDEN,D.PERF,NORW,,,1018,0619,0.07,45.000,0.03
57,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,EDITION BJORLUND SWEDEN,D.PERF,DENM,,,1018,0619,0.19,45.000,0.09
58,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,EDITION BJORLUND SWEDEN,D.PERF,NORW,,,1018,0619,0.07,45.000,0.03
59,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,MELODIE DER WELT GERMANY,PERF.,GERM,,,0619,0619,8.00,45.000,3.60
60,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,MELODIE DER WELT GERMANY,D.VIDEOS,GERM,,,0619,0619,3.88,45.000,1.75
61,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,MELODIE DER WELT GERMANY,D.VID.P,GERM,,,0619,0619,1.08,45.000,0.49
62,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,MELODIE DER WELT GERMANY,D.VID.P,GERM,,,0619,0619,1.70,45.000,0.77
63,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,MELODIE DER WELT GERMANY,BRD.MECH,GERM,,,0619,0619,1.80,45.000,0.81
64,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,MECH.,CZEC,CS FILM/ MINI/,2,1807,1809,0.44,45.000,0.20
65,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,MECH.,CZEC,CS FILM/ MINI/,2,1807,1809,0.44,45.000,0.20
66,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,CZEC,CS FILM/ MINI/,2,1807,1809,0.44,45.000,0.20
67,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,CZEC,CS FILM/ MINI/,2,1807,1809,0.44,45.000,0.20
68,BUTTERFLY,RASTEGAR/RUZUMNA/WICKS/CAREN/LOPEZ,SOCAN,D.PERF,CANA,,16290,1018,1218,0.69,22.500,0.16
69,BUTTERFLY,RASTEGAR/RUZUMNA/WICKS/CAREN/LOPEZ,SOCAN,D.PERF,CANA,,16290,1018,1218,0.69,22.500,0.16
70,BUTTERFLY,RASTEGAR/RUZUMNA/WICKS/CAREN/LOPEZ,SOCAN,D.PERF,CANA,,16290,1018,1218,0.69,22.500,0.16
71,BUTTERFLY,RASTEGAR/RUZUMNA/WICKS/CAREN/LOPEZ,SOCAN,D.PERF,CANA,,16290,1018,1218,0.69,22.500,0.16
72,CHOCOLATE,RUZUMNA/STOKER/PEIKEN,STRICTLY CONFIDENTIAL BENELUX,STREAM.M,BELG,,1465,2004,2006,0.21,90.000,0.19
