,Song Name,Artist,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
0,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,,,1019,1219,0.03,90.000,0.03
1,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,APPLE SUBSCRIPT,,1019,1219,0.15,90.000,0.14
2,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,PANDORA,,1019,1219,0.18,90.000,0.16
3,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,PANDORA PLUS,,1019,1219,0.06,90.000,0.05
4,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,PANDORA PREMIUM,,1019,1219,0.05,90.000,0.05
5,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,SPOTIFY,,1019,1219,0.11,90.000,0.10
6,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,142,0614,1019,0.05,90.000,0.05
7,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,,0614,1019,0.01,90.000,0.01
8,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,278,0415,0919,0.09,90.000,0.08
9,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,,0415,0919,0.02,90.000,0.02
10,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,125,0916,1119,0.04,90.000,0.04
11,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,,0916,1119,0.01,90.000,0.01
12,AFTERGLOW,RUZUMNA/FISK,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,0518,0518,0.03,90.000,0.03
13,AFTERGLOW,RUZUMNA/FISK,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,0518,0518,0.03,90.000,0.03
14,AFTERGLOW,RUZUMNA/FISK,IMPEL PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC,42,0618,0918,0.03,90.000,0.03
15,AFTERGLOW,RUZUMNA/FISK,IMPEL PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC,27,0918,1218,0.01,90.000,0.01
16,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,CZEC,,,0119,0319,0.68,45.000,0.31
17,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,0.31,45.000,0.14
18,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,1.96,45.000,0.88
19,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,0.31,45.000,0.14
20,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,0.31,45.000,0.14
21,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,0.31,45.000,0.14
22,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,1.96,45.000,0.88
23,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,1.25,45.000,0.56
24,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,0.49,45.000,0.22
25,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,1.25,45.000,0.56
26,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,1.25,45.000,0.56
27,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,1.76,45.000,0.79
28,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,0.49,45.000,0.22
29,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,1.76,45.000,0.79
30,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,USA,CABIN FEVER 2 S,,1019,1219,0.49,45.000,0.22
