,Song Name,C,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
0,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,PANDORA LIMITED,STREAM.M,USA,USAT21903744,1226,0421,0421,0.03,18.000,0.01
1,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,PANDORA LIMITED,STREAM.M,U SA,USAT21903744,1226,0421,0421,0.03,18.000,0.01
2,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,PANDORA LIMITED,STREAM.M,U SA,USAT21903744,1226,0421,0421,0.03,18.000,0.01
3,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"PLAYNETWORK,INC.",OTHER,USA,USAT21903744,37295,0121,0321,0.33,18.000,0.06
4,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"PLAYNETWORK,INC.",OTHER,U SA,USAT21903744,37295,0121,0321,0.33,18.000,0.06
5,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"PLAYNETWORK,INC.",OTHER,U SA,USAT21903744,37295,0121,0321,0.33,18.000,0.06
6,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"PLAYNETWORK,INC.",OTHER,U SA,USAT21903744,37295,0121,0321,0.33,18.000,0.06
7,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"PLAYNETWORK,INC.",OTHER,U SA,USAT21903744,37295,0121,0321,0.33,18.000,0.06
8,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,USA,,,0421,0621,0.08,18.000,0.01
9,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7306,0421,0621,0.26,18.000,0.05
10,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7306,0421,0621,0.26,18.000,0.05
11,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7306,0421,0621,0.26,18.000,0.05
12,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7306,0421,0621,0.26,18.000,0.05
13,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7306,0421,0621,0.26,18.000,0.05
14,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7147,0421,0621,0.27,18.000,0.05
15,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7147,0421,0621,0.27,18.000,0.05
16,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7147,0421,0621,0.27,18.000,0.05
17,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7147,0421,0621,0.27,18.000,0.05
18,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7147,0421,0621,0.27,18.000,0.05
19,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7763,0421,0621,0.28,18.000,0.05
20,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7763,0421,0621,0.28,18.000,0.05
21,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7763,0421,0621,0.28,18.000,0.05
22,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7763,0421,0621,0.28,18.000,0.05
23,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,7763,0421,0621,0.28,18.000,0.05
24,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,,0421,0621,0.09,18.000,0.02
25,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,"SPOTIFY USA,INC.",STREAM.M,U SA,USAT21903744,,0421,0621,0.09,18.000,0.02
26,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,USA,USAT21903744,2884,0421,0421,0.09,18.000,0.02
27,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,2884,0421,0421,0.09,18.000,0.02
28,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,2884,0421,0421,0.09,18.000,0.02
29,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,2884,0421,0421,0.09,18.000,0.02
30,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,2884,0421,0421,0.09,18.000,0.02
31,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,1756,0521,0521,0.05,18.000,0.01
32,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,1756,0521,0521,0.05,18.000,0.01
33,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,1756,0521,0521,0.05,18.000,0.01
34,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,1756,0521,0521,0.05,18.000,0.01
35,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,1756,0521,0521,0.05,18.000,0.01
36,AIN'T NOBODY BUT ME,WICKS/KING/KARNES/RUZUMNA/SCAGGS/,YOUTUBE LICENSINGOFFER,STREAM.M,U SA,USAT21903744,1729,0621,0621,0.06,18.000,0.01
