"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX2100V3R5","Da Brat & Bow Wow  Dem Franchize Boyz feat. Jermaine Dupri","I Think They Like Me","I Think They Like Me","Virgin Records America","USVI20500231","094635276527","Google Play Music","Webcasting","01-MAY-19","31-MAY-19","161","","CURRENT",.02317905,"",
"","SX3100LJ6W","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","786127300666","Beasley Mezzanine Holdings (Beasley Broadcasting)","Webcasting","01-MAY-19","31-MAY-19","609","","CURRENT",.21917925,"",
"","SX2104D2EL","Missy Elliott & Da Brat","Sock It 2 Me","","","USEW19709503","","Admin True Up - Settlement","Admin True Up","01-DEC-07","31-DEC-17","","","CURRENT",.27101363,"",
"","SX3101BCFI","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","","","Sirius XM Radio, Inc","Webcasting","01-JUN-18","30-JUN-18","","","RESTATEMENT",.7319313,"",
"","SX2100ELZQ","Da Brat  LaTocha Scott  Trey Lorenz","High Come Down","Unrestricted","So So Def","USSM19929831","074646977224","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAY-19","31-MAY-19","1149","","CURRENT",.82674225,"",
"","SX2100D63V","Da Brat","Boom","Limelite, Luv & Niteclubz","Arista","USAR10300635","828765158626","Pandora - SONY","Direct Licensing","01-MAY-19","31-MAY-19","15","","CURRENT",.0108,"",
"","SX2100D7LD","Da Brat  Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","074646386026","ADMIN TRUE UP","Admin True Up","01-DEC-15","31-JAN-19","","","CURRENT",5.06444287,"",
"","SX2100D8A9","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","SDARS 2018","Admin True Up","01-JAN-18","31-DEC-18","","","CURRENT",101.53719225,"",
"","SX31022L01","DA BRAT","LONG TIME AWAY","YELLOW PILLS 004: PREFILL","NUMERO","","","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAY-19","31-MAY-19","41","","CURRENT",.0294975,"",
"","SX2100D8A8","Da Brat","May Da Funk Be Wit 'Cha","Funkdafied","So So Def/Work","USSM10024867","074646616420","ADMIN TRUE UP","Admin True Up","01-JUL-17","31-DEC-18","","","CURRENT",.01548,"",
"","SX2100D824","Da Brat  The Notorious B.I.G.","Da B Side","","","USSM19400536","","Webcasting 2018","Admin True Up","01-NOV-10","31-MAR-19","","","CURRENT",.974358,"",
"","SX2100D8AA","Da Brat","Fa All Y'All","Funkdafied","So So Def/Work","USSM10024455","074646616420","Webcasting 2018","Admin True Up","01-NOV-10","31-MAR-19","","","CURRENT",.11119275,"",
"New Association","SX2100IF4F","Lathun (Featuring Da Brat)","Freak It","Love You Down / Freak It","So So Def/Columbia","USSM19702947","098707880223","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAY-18","31-MAY-18","","","PRIOR",2.23584638,"",
"","SX3102XZXJ","Da Brat  Tyrese","What'chu Like","","","USSM19927449","","Entercom Communications Corp.","Webcasting","01-APR-19","30-APR-19","780","","CURRENT",.29285887,"",
"","SX2100D824","Da Brat  The Notorious B.I.G.","Da B Side","","","USSM19400536","","DASHRADIO.COM","Webcasting","01-FEB-19","28-FEB-19","","","CURRENT",.13453425,"",
"","SX2104D2KG","Missy Elliott & Da Brat","Sock It 2 Me","","","USEW19794665","","Live365 Broadcaster, LLC","Webcasting","01-APR-19","30-APR-19","","","CURRENT",.01036687,"",
"","SX2100MFD8","Da Brat  Jermaine Dupri  Krayzie Bone","Don't Hate On Me","The Collection Volume Two","Epic","USSM19801129","9399700082555","ADMIN TRUE UP","Admin True Up","01-DEC-15","31-JAN-19","","","CURRENT",.03405409,"",
"","SX2100ELZT","Da Brat","That's What I'm Looking For","Unrestricted","Columbia","USSM19924161","5099749178021","Sirius XM Radio, Inc","Webcasting","01-MAY-19","31-MAY-19","","","CURRENT",2.3296185,"",
"New Association","SX2100IF4F","Lathun (Featuring Da Brat)","Freak It","Love You Down / Freak It","So So Def/Columbia","USSM19702947","098707880223","PANDORA.COM - Subscription Webcast","Webcasting","01-FEB-19","28-FEB-19","","","PRIOR",.668439,"",
"New Association","SX2100IF4F","Lathun (Featuring Da Brat)","Freak It","Love You Down / Freak It","So So Def/Columbia","USSM19702947","098707880223","PANDORA.COM - Subscription Webcast","Webcasting","01-FEB-18","28-FEB-18","","","PRIOR",.10168088,"",
"","SX2100O8NQ","Da Brat  Jermaine Dupri  Missy Elliott","That's What I'm Looking For","Big Momma's House - Music From The Motion Picture","Columbia","USSM10006757","5099749875722","ADMIN TRUE UP","Admin True Up","01-JUL-17","31-DEC-18","","","CURRENT",.08444156,"",
"","SX3101BKUZ","Da Brat  The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","074646792223","SDARS 2018","Admin True Up","01-JAN-18","31-DEC-18","","","CURRENT",7.81371675,"",
"New Association","SX2100IF4F","Lathun (Featuring Da Brat)","Freak It","Love You Down / Freak It","So So Def/Columbia","USSM19702947","098707880223","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-FEB-17","28-FEB-17","","","PRIOR",.14045512,"",
"","SX3102I4B0","Da Brat  JD  Lil Jon","We Ready","Unrestricted","So So Def","USSM10000416","074646386026","PANDORA.COM - Subscription Webcast","Webcasting","01-MAY-19","31-MAY-19","488","","CURRENT",.44866125,"",
"","SX2100D7LB","Da Brat  Mariah Carey  Missy Elliott","Heartbreaker (Remix)","Rainbow","Columbia","USSM19907865","5099749506596","PES 2018","Admin True Up","01-JAN-18","31-DEC-18","","","CURRENT",.02162934,"",
