"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX2100V3R5","Da Brat & Bow Wow  Dem Franchize Boyz feat. Jermaine Dupri","I Think They Like Me","On Top Of Our Game","Virgin Records America","USVI20500231","094635473025","Sirius XM Radio, Inc","Webcasting","01-AUG-19","31-AUG-19","","","CURRENT",.95182875,"",
"","SX2100D8A9","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","Sirius XM Radio, Inc","Cable Radio","01-AUG-19","31-AUG-19","","","CURRENT",2.89199475,"",
"","SX3101BCFI","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","","","Sirius XM Radio, Inc","SDARS","01-AUG-19","31-AUG-19","","2","CURRENT",8.6087043,"",
"","SX3101WR5J","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","Beasley Mezzanine Holdings (Beasley Broadcasting)","Webcasting","01-JUN-19","30-JUN-19","350","","CURRENT",.25192575,"",
"","SX2100D7LD","Da Brat  Tyrese","What'chu Like","","","USSM19927449","","iHeartRadio","Webcasting","01-AUG-19","31-AUG-19","109","","CURRENT",.03922313,"",
"","SX2100D8A9","Da Brat","Funkdafied","","","USSM19402033","","WXCM-HD3","Webcasting","01-AUG-19","31-AUG-19","","","CURRENT",.0259065,"",
"","SX3100LJ6W","Total featuring Da Brat","No One Else (feat. Da Brat)","Total","Atlantic Recording Corp.","USBB40581128","786127300666","iHeart Media - Warner (simulcast)","Direct Licensing","01-JUL-19","31-JUL-19","","","CURRENT",1.103985,"",
"","SX2100EA52","Da Brat  Jagged Edge  Jermaine Dupri  Lil Bow Wow  R.O.C.  Tigah","Where the Party At","","","USSM10105754","","Pandora - SONY","Direct Licensing","01-AUG-19","31-AUG-19","1485","","CURRENT",.17800877,"",
"","SX2100HLUK","Da Brat  JD  Mariah Carey","Honey","The Remixes","Columbia","USSM19701795","696998715424","Pandora - SONY","Direct Licensing","01-AUG-19","31-AUG-19","139","","CURRENT",.03333666,"",
"","SX2100D7LH","Da Brat","That's What I'm Looking For","","","USSM19924162","","DASHRADIO.COM","Webcasting","01-MAY-19","31-MAY-19","","","CURRENT",.03381525,"",
"","SX2100K8IJ","Da Brat  Destiny's Child  Jermaine Dupri  Lil Bow Wow","Jumpin' Jumpin' (Official Video)","This Is The Remix","Columbia","USSM10200513","696998643123","TUNEIN INC.","Webcasting","01-AUG-19","31-AUG-19","","","CURRENT",1.10018194,"",
"","SX2100ELZX","Da Brat","All My Bitches","Unrestricted","So So Def","USSM19929832","074646977224","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-AUG-19","31-AUG-19","43","","CURRENT",.030951,"",
"","SX2100D8A8","Da Brat","May Da Funk Be Wit 'Cha","Funkdafied","So So Def/Work","USSM10024867","074646616420","Pandora - SONY","Direct Licensing","01-AUG-19","31-AUG-19","116","","CURRENT",.08343,"",
"","SX210N1POV","Da Brat  Jermaine Dupri  LaTocha Scott","All That's Got to Go","Life In 1472 (The Original Soundtrack)","So So Def","USSM11605071","886445972085","Pandora - SONY","Direct Licensing","01-AUG-19","31-AUG-19","60","","CURRENT",.01440288,"",
"","SX3101ZE9T","DA BRAT","GIVE IT 2 YA REMIX","","","","","Urban One","Webcasting","01-AUG-19","31-AUG-19","2329","","CURRENT",1.68678675,"",
"","SX3103JB0C","Lil' Kim","Not Tonight","","","USAT29801132","","Music Choice","Webcasting","01-AUG-19","31-AUG-19","","","CURRENT",.0351576,"",
"","SX2100D8A2","Da Brat","Fire It Up","","","USSM10027859","","iHeartRadio","Webcasting","01-AUG-19","31-AUG-19","167","","CURRENT",.12017025,"",
"","SX2100ELZM","Da Brat","Chi Town","Unrestricted","So So Def","USSM19929828","074646977224","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-AUG-19","31-AUG-19","66","","CURRENT",.04749525,"",
"","SX2100EA55","Dru Hill","In My Bed","","","USIR29700123","","Urban One","Webcasting","01-AUG-19","31-AUG-19","1912","","CURRENT",.46167832,"",
"","SX2104GIM8","Da Brat  Total","No One Else (feat. Da Brat)","Total","Rhino Atlantic","USBB40581128","603497927555","Music Choice","PES","01-AUG-19","31-AUG-19","","","CURRENT",.20714513,"",
"","SX2100ELZT","Da Brat","That's What I'm Looking For","","","USSM19924161","","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-AUG-19","31-AUG-19","6319","","CURRENT",4.54676175,"",
"","SX2100D82A","Da Brat","Funkdafied","","","USSM19400530","","DASHRADIO.COM","Webcasting","01-JUN-19","30-JUN-19","","","CURRENT",.05467725,"",
"","SX2100ELZT","Da Brat","That's What I'm Looking For","","","USSM19924161","","Townsquare Media Broadcasting","Webcasting","01-AUG-19","31-AUG-19","21","","CURRENT",.01500525,"",
"","SX2100ELZS","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","Cumulus Media, Inc.","Webcasting","01-JUN-19","30-JUN-19","","","PRIOR",.04672575,"",
"","SX2100D824","Da Brat  The Notorious B.I.G.","Da B Side","","","USSM19400536","","TUNEIN INC.","Webcasting","01-AUG-19","31-AUG-19","","","CURRENT",.59381888,"",
"","SX2104D2EL","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","Elektra Entertainment Group","USEW19709503","075596209540","Music Choice","Webcasting","01-AUG-19","31-AUG-19","","","CURRENT",.02028488,"",
"","SX2100D8A9","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","JANGO.COM","Webcasting","01-JUL-19","31-JUL-19","","","CURRENT",.01440675,"",
"","SX31009KZJ","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE","BAD BOYS SOUNDTRACK","","","","Sirius XM Radio, Inc","Cable Radio","01-AUG-19","31-AUG-19","","","CURRENT",.04253625,"",
"","SX2100GAY3","Da Brat  Jagged Edge  Jermaine Dupri  Lil Bow Wow  R.O.C.  Tigah","Where the Party At","","","USSM10105820","","Pandora - SONY","Direct Licensing","01-AUG-19","31-AUG-19","116","","CURRENT",.01389944,"",
"","SX3101WR5J","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-AUG-19","31-AUG-19","73043","","CURRENT",52.55757675,"",
"","SX2100D63U","Da Brat","Got It Poppin'","","","USAR10300636","","iHeartRadio","Webcasting","01-AUG-19","31-AUG-19","77","","CURRENT",.055404,"",
"","","","","","","","","UNIAO BRASILEIRA DE COMPOSITORES","Foreign Royalties","01-OCT-18","01-DEC-18","","","CURRENT",138.0836,"",
"","SX2100HMLE","Mariah Carey featuring Krayzie Bone & Da Brat","I Still Believe/Pure Imagination","","","USSM19805759","","BYO Network, LLC","Webcasting","01-SEP-17","30-SEP-17","","","CURRENT",.15330366,"",
"","SX2100D8A3","Da Brat","Mind Blowin'","Funkdafied","So So Def/Work","USSM10020893","074646616420","Pandora - SONY","Direct Licensing","01-AUG-19","31-AUG-19","43","","CURRENT",.03096,"",
"","SX31018Q5U","Dru Hill","In My Bed","12'' Club Classics - 90s R&B","Island Records Ltd","USIR29700123","600753341421","IMVU.COM","Webcasting","01-AUG-19","31-AUG-19","","","CURRENT",.0625415,"",
"","SX2100D8AA","Da Brat","Fa All Y'All","Funkdafied","So So Def/Work","USSM10024455","074646616420","JANGO.COM","Webcasting","01-AUG-19","31-AUG-19","","","CURRENT",.01440675,"",
"","SX2100ELZT","Da Brat","That's What I'm Looking For","Unrestricted","So So Def","USSM19924161","074646977224","JANGO.COM","Webcasting","01-JUL-19","31-JUL-19","","","CURRENT",.01440675,"",
"","SX2100D8AA","Da Brat","Fa All Y'All","","","USSM10024455","","iHeartRadio","Webcasting","01-AUG-19","31-AUG-19","235","","CURRENT",.16907625,"",
"","SX2100MFD8","Da Brat  Jermaine Dupri  Krayzie Bone","Don't Hate On Me","The Collection Volume Two","Epic","USSM19801129","9399700082555","Pandora - The Orchard","Direct Licensing","01-AUG-19","31-AUG-19","320","","CURRENT",.07673233,"",
"","SX3101ZE9T","DA BRAT","GIVE IT 2 YA REMIX","","","","","Beasley Mezzanine Holdings (Beasley Broadcasting)","Webcasting","01-JUN-19","30-JUN-19","381","","CURRENT",.27424125,"",
"","SX2100ELZS","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","Cumulus Media, Inc.","Webcasting","01-MAY-19","31-MAY-19","","","PRIOR",.0339435,"",
"Foreign Withholding Amount","","","","","","","","UNIAO BRASILEIRA DE COMPOSITORES","","01-OCT-18","01-DEC-18","","","",-34.7838,"",
"","SX3124KFD1","DA BRAT","DA B SIDE (FT. NOTORIOUS B.I.G.)","","","","","Sirius XM Radio, Inc","Webcasting","01-AUG-19","31-AUG-19","","","CURRENT",.02994637,"",
"","SX31026QHM","DRU HILL/JERMAINE DUPRI/DA BRAT","IN MY BED (RMX)","","","","","Entercom Communications Corp.","Webcasting","01-AUG-19","31-AUG-19","88","","CURRENT",.0210087,"",
"","SX2107VZK9","Da Brat","Lyrical Molestation","Anuthatantrum","So So Def","USSM19603187","9399700017960","PANDORA.COM - Subscription Webcast","Webcasting","01-AUG-19","31-AUG-19","32","","CURRENT",.029412,"",
"","SX2100V3R5","Da Brat & Bow Wow  Dem Franchize Boyz feat. Jermaine Dupri","I Think They Like Me","On Top Of Our Game","Virgin Records America","USVI20500231","094635473025","Google Play Music","Webcasting","01-AUG-19","31-AUG-19","3686","","CURRENT",.5308182,"",
"","SX2100ELZS","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","Webcasting 2018","Admin True Up","01-NOV-10","31-MAR-19","","","PRIOR",.03310987,"",
