"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX2100D824","Da Brat  The Notorious B.I.G.","Da B Side","","","USSM19400536","","Google Play Music","Webcasting","01-MAR-19","31-MAR-19","530","","CURRENT",.19077187,"",
"","SX2100EA55","Dru Hill","In My Bed","In My Bed","Island Records Ltd","USIR29700123","731457200629","DASHRADIO.COM","Webcasting","01-DEC-18","31-DEC-18","","","CURRENT",.06429461,"",
"","SX3100LJ6W","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","786127300666","MIXCLOUD.COM - Nonsubscription Webcast","Webcasting","01-JAN-14","31-JAN-14","","","CURRENT",.02759511,"",
"","SX2100D82B","Da Brat","Sittin' On Top Of The World","","","USSM19603749","","iHeartRadio","Webcasting","01-MAR-19","31-MAR-19","124","","CURRENT",.08921925,"",
"","SX2100D8A5","Da Brat","Come And Get Some","Funkdafied","So So Def/Work","USSM10021886","074646616420","Pandora - SONY","Direct Licensing","01-MAR-19","31-MAR-19","32","","CURRENT",.02295,"",
"","SX2107VZK6","Da Brat","My Beliefs","Anuthatantrum","So So Def","USSM19603180","9399700017960","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAR-19","31-MAR-19","236","","CURRENT",.169803,"",
"","SX2100D7LH","Da Brat","That's What I'm Looking For","","","USSM19924162","","DASHRADIO.COM","Webcasting","01-DEC-18","31-DEC-18","","","CURRENT",.01440675,"",
"","SX3102QPCJ","Da Brat  Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","074646386026","Cumulus Media, Inc.","Webcasting","01-MAR-19","31-MAR-19","117","","CURRENT",.04210875,"",
"","SX2100D7LB","Da Brat  Mariah Carey  Missy Elliott","Heartbreaker (Remix)","Rainbow","Columbia","USSM19907865","074646380024","Pandora - SONY","Direct Licensing","01-MAR-19","31-MAR-19","7887","","CURRENT",1.8858514,"",
"","SX3102XZXJ","Da Brat  Tyrese","What'chu Like","","","USSM19927449","","Entercom Communications Corp.","Webcasting","01-MAR-19","31-MAR-19","693","","CURRENT",.24904013,"",
"","SX3103R2U2","LIL KIM /ANGIE MARTINEZ/LEFT-EYE/DA BRAT/MISSY ELLIOTT","NOT TONIGHT","HARD CORE, 1996","","","","Sirius XM Radio, Inc","Cable Radio","01-MAR-19","31-MAR-19","","","CURRENT",.0174591,"",
"","SX2100ELZS","Da Brat  Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927446","074646977224","DEEZER.COM","Webcasting","01-MAR-19","31-MAR-19","77","","CURRENT",.027702,"",
"","SX3101WR5J","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","Entercom Communications Corp.","Webcasting","01-MAR-19","31-MAR-19","2735","","CURRENT",1.965816,"",
"","SX3102I4B0","Da Brat  JD  Lil Jon","We Ready","Unrestricted","So So Def","USSM10000416","074646386026","PANDORA.COM - Subscription Webcast","Webcasting","01-MAR-19","31-MAR-19","568","","CURRENT",.522234,"",
"","SX3101W9O9","DA BRAT/NOTORIOUS B.I.G.","BSIDE","","INDEPENDENT","","","iHeartRadio","Webcasting","01-FEB-19","28-FEB-19","508","","CURRENT",.18275625,"",
"","SX2100D82D","Da Brat","Give It 2 You","","","USSM19400533","","TUNEIN INC.","Webcasting","01-MAR-19","31-MAR-19","","","CURRENT",.36863325,"",
"","SX3101BKUZ","Da Brat  The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","074646792223","iHeartRadio","Webcasting","01-MAR-18","31-MAR-18","","","RESTATEMENT",.03159225,"",
