royalty_period,tango_work_code,source_work_id,composer,source_income_type,statement_id,deal_scope_id,distribution_start,distribution_end,income_provider_name,exploitation_territory_name,exploitation_source,product_description,units,amount_received,rate_percentage,amount_paid,processing_territory_name,source_territory_name,deal_scope_name,tango_income_type_name,tango_work_title,creator_names
201807201812,WW 015017854 00,GW47031516,BORGER J/FRANK S/GRUZMAN Y/BARTH D,SMECH,9887,ad5139af-4313-4345-efac-0fd1c7919ed8,201804,201806,AMCOS,AUS,Amcos One Off Distribution Client,,37091,1.00933501183731,75,0.7570012588779825,Australia,Australia,17186 John James Borger,Mechanical,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
201807201812,WW 015017854 00,GW47031516,BORGER J/FRANK S/GRUZMAN Y/BARTH D,SMECH,9887,ad5139af-4313-4345-efac-0fd1c7919ed8,201804,201806,AMCOS,AUS,AMCOS Streaming Distribution Client,,492,0.115594233199245,75,0.08669567489943375,Australia,Australia,17186 John James Borger,Mechanical,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
201807201812,WW 015017854 00,GW47031516,BORGER J/FRANK S/GRUZMAN Y/BARTH D,SMECH,9887,ad5139af-4313-4345-efac-0fd1c7919ed8,201804,201806,AMCOS,AUS,Itunes Store,00106000,2,0.0098678003950575,75,0.007400850296293125,Australia,Australia,17186 John James Borger,Mechanical,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
201807201812,WW 015017854 00,GW47031516,BORGER J/FRANK S/GRUZMAN Y/BARTH D,SMECH,9888,ad5139af-4313-4345-efac-0fd1c7919ed8,201804,201806,AMCOS New Zealand,NZ ,AMCOS NZ One Off Distribution Client,,6803,4.4507943071541545212485,75,3.338095730365615890936375,Australia,New Zealand,17186 John James Borger,Mechanical,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
201807201812,WW 015017854 00,GW47031516,BORGER J/FRANK S/GRUZMAN Y/BARTH D,SMECH,9888,ad5139af-4313-4345-efac-0fd1c7919ed8,201804,201806,AMCOS New Zealand,NZ ,Les Mills Music Licensing Limited,BORNTOMOVEKP10K,16,0.063565312818460872042,75,0.0476739846138456540315,Australia,New Zealand,17186 John James Borger,Mechanical,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
201807201812,WW 015017854 00,GW47031516,"BORGER JOHN JAMES JR,GRUZMAN YAAKOV,BARTH DELANEY,FRANK SHAUN CHARLES",SDIGP,9889,ad5139af-4313-4345-efac-0fd1c7919ed8,201801,201803,APRA,AUSTRALIA,AUST DOWNLOAD (AMCOS TRANSFER),,10,0.00563874308289,50,0.002819371541445,Australia,Australia,17186 John James Borger,Download Performance,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
201807201812,WW 015017854 00,GW47031516,"BORGER JOHN JAMES JR,GRUZMAN YAAKOV,BARTH DELANEY,FRANK SHAUN CHARLES",SDIGP,9889,ad5139af-4313-4345-efac-0fd1c7919ed8,201801,201803,APRA,AUSTRALIA,ONLINE AU-FACEBOOK [ANALOGOUS],,884,0.00563874308289,50,0.002819371541445,Australia,Australia,17186 John James Borger,Download Performance,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
201807201812,WW 015017854 00,GW47031516,"BORGER JOHN JAMES JR,GRUZMAN YAAKOV,BARTH DELANEY,FRANK SHAUN CHARLES",SDIGP,9889,ad5139af-4313-4345-efac-0fd1c7919ed8,201801,201803,APRA,AUSTRALIA,ONLINE AU-YOUTUBE [GENERAL ENT,,2216,0.04510994466312,50,0.02255497233156,Australia,Australia,17186 John James Borger,Download Performance,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
201807201812,WW 015017854 00,GW47031516,"BORGER JOHN JAMES JR,GRUZMAN YAAKOV,BARTH DELANEY,FRANK SHAUN CHARLES",SDIGP,9889,ad5139af-4313-4345-efac-0fd1c7919ed8,201801,201803,APRA,AUSTRALIA,STREAMING AU-APPLE MUSIC [DISA,,492,0.04510994466312,50,0.02255497233156,Australia,Australia,17186 John James Borger,Download Performance,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
201807201812,WW 015017854 00,GW47031516,"BORGER JOHN JAMES JR,GRUZMAN YAAKOV,BARTH DELANEY,FRANK SHAUN CHARLES",SDIGP,9889,ad5139af-4313-4345-efac-0fd1c7919ed8,201801,201803,APRA,AUSTRALIA,STREAMING AU - OTHER,,11768,0.008458114624335,50,0.0042290573121675,Australia,Australia,17186 John James Borger,Download Performance,THIS COULD BE LOVE,"Borger, John / Frank, Shaun Charles / Jane, Delaney / Gruzman, Yaakov"
