royalty_period,tango_work_code,source_work_id,composer,source_income_type,statement_id,deal_scope_id,distribution_start,distribution_end,income_provider_name,exploitation_territory_name,exploitation_source,product_description,units,amount_received,rate_percentage,amount_paid,processing_territory_name,source_territory_name,deal_scope_name,tango_income_type_name,tango_work_title,creator_names
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,403,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201604,201606,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,1193055",0,0.001016272456,@75,0.000762204342,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,403,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201604,201606,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,1228868",0,0.019335920676,@75,0.014501940507,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,403,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201604,201606,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,1207390",0,1.351749342528,@75,1.013812006896,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,403,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201604,201606,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,1116653",0,0.000026744012,@75,0.000020058009,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,403,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201604,201606,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,1207390",0,0.031397470088,@75,0.023548102566,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,403,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201604,201606,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,1200806",0,0.000508136228,@75,0.000381102171,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,403,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201604,201606,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,1116653",0,0.001497664672,@75,0.001123248504,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,403,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201604,201606,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,9973498",0,0.003182537428,@75,0.002386903071,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,403,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201604,201606,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,1057176",0,0.000106976048,@75,0.000080232036,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
201801201803,WW 010547519 00,5431179,GERONGCO ROBERT GERONGCO SAMUEL FELDER WARREN HAYES ISSAC LEE WANSEL ANDREW DEXTER TI,SDIGM,409,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,201607,201609,DEEZER MUSIC BRASIL LTDA. (BRASIL) - B.O.,Brazil,TIM _ DEEZER,"DSPRELEASEID,1060171",0,0.002299985032,@75,0.001724988774,Brazil,Brazil,US 100050603 ROBERT GERONGCO,Streaming Mechanical,HERE,"Gerongco, Robert / Hayes, Isaac / Gerongco, Samuel T. / Caracciolo, Alessia / Coleridge, Tillman / Wansel, Andrew / Felder, Warren / Lam, Terence"
