royalty_period,tango_work_code,source_work_id,composer,source_income_type,statement_id,deal_scope_id,distribution_start,distribution_end,income_provider_name,exploitation_territory_name,exploitation_source,product_description,units,amount_received,rate_percentage,amount_paid,processing_territory_name,source_territory_name,deal_scope_name,tango_income_type_name,tango_work_title,creator_names
202104202106,WW 010556308 00,5d85b48ed7ce3fbee20c40d5bd758f6d,"INCONNU COMPOSITEUR AUTEUR,ROBERT TIGLEY GERONGCO",SDIGM,27103,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202101,202103,Music Reports Inc,United States,Spotify,,0,0.033,@75,0.02475,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Streaming Mechanical,STARS,"Lam, Terence Po Lun / Tillman, Coleridge Gardner / Gerongco, Robert / Gerongco, Samuel T. / Caracciolo, Alessia"
202104202106,WW 010556307 00,94bd323aa62722d885e1ce95b98aef86,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27366,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.184343,@75,0.13825725,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,OVERDOSE,"Gerongco, Samuel T. / Gerongco, Robert / Wansel, Andrew / Caracciolo, Alessia / Felder, Warren / Tillman, Coleridge Gardner"
202104202106,WW 010556307 00,2fb28da56050c07177f99bb79bbf9c3d,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27366,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.520055,@75,0.39004125,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,OVERDOSE,"Gerongco, Samuel T. / Gerongco, Robert / Wansel, Andrew / Caracciolo, Alessia / Felder, Warren / Tillman, Coleridge Gardner"
202104202106,WW 010556308 00,cb9faa522b1f84a9e664022b9ca1ae45,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27366,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.154582,@75,0.1159365,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,STARS,"Lam, Terence Po Lun / Tillman, Coleridge Gardner / Gerongco, Robert / Gerongco, Samuel T. / Caracciolo, Alessia"
202104202106,WW 010556308 00,9cae1d0e90da3accd3afd23729f0ff1a,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27366,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.030605,@75,0.02295375,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,STARS,"Lam, Terence Po Lun / Tillman, Coleridge Gardner / Gerongco, Robert / Gerongco, Samuel T. / Caracciolo, Alessia"
202104202106,WW 010556307 00,94bd323aa62722d885e1ce95b98aef86,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27452,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.094769,@75,0.07107675,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,OVERDOSE,"Gerongco, Samuel T. / Gerongco, Robert / Wansel, Andrew / Caracciolo, Alessia / Felder, Warren / Tillman, Coleridge Gardner"
202104202106,WW 010556307 00,e9ceebeecdacfd10d32d447bcd7f3c36,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27452,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.625214,@75,0.4689105,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,OVERDOSE,"Gerongco, Samuel T. / Gerongco, Robert / Wansel, Andrew / Caracciolo, Alessia / Felder, Warren / Tillman, Coleridge Gardner"
202104202106,WW 010556308 00,9527efd66f3f6015cc890fbd3968de9c,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27452,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.199613,@75,0.14970975,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,STARS,"Lam, Terence Po Lun / Tillman, Coleridge Gardner / Gerongco, Robert / Gerongco, Samuel T. / Caracciolo, Alessia"
202104202106,WW 010556308 00,9cae1d0e90da3accd3afd23729f0ff1a,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27452,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.019914,@75,0.0149355,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,STARS,"Lam, Terence Po Lun / Tillman, Coleridge Gardner / Gerongco, Robert / Gerongco, Samuel T. / Caracciolo, Alessia"
202104202106,WW 010556309 00,939c6a0e8521914467cdc05cd5abc98c,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27452,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.41487,@75,0.3111525,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,OUTLAWS,"Gerongco, Samuel T. / Felder, Warren / Wansel, Andrew / Caracciolo, Alessia / Coleridge, Tillman / Gerongco, Robert"
202104202106,WW 010556309 00,3a31b12bcad27af92fe1938e48c43698,"GERONGCO, ROBERT,UNKNOWN, COMPOSER AUTHOR",SPRNT,27452,42a2c82a-ae05-4330-d70d-9bf9fcf97a55,202104,202106,GOOGLE LYRICS,UNITED STATES,,,0,0.039031,@75,0.02927325,United States,United States,Robert Gerongco Co-Pub Comps (11/23/15-Present),Digital Lyrics,OUTLAWS,"Gerongco, Samuel T. / Felder, Warren / Wansel, Andrew / Caracciolo, Alessia / Coleridge, Tillman / Gerongco, Robert"
