"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX2100EA55","Dru Hill","In My Bed","Dru Hill","Essence","USIR29700123","731452449740","Music Choice","PES","01-OCT-19","31-OCT-19","","","CURRENT",.52000098,"",
"","SX2100D8AA","Da Brat","Fa All Y'All","Funkdafied","So So Def/Work","USSM10024455","074646616420","Radio Now, LLC","Webcasting","01-OCT-19","31-OCT-19","","","CURRENT",.08682525,"",
"","SX2100D8A4","Da Brat","Give It 2 You","Funkdafied","So So Def/Work","USSM10021887","074646616420","Music Choice","PES","01-OCT-19","31-OCT-19","","","CURRENT",2.159559,"",
"","SX2100D8A9","Da Brat","Funkdafied","","","USSM19402033","","Urban One","Webcasting","01-OCT-19","31-OCT-19","1410","","CURRENT",1.02441825,"",
"","SX2100D8A9","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","WGBL","Webcasting","01-OCT-19","31-OCT-19","","","CURRENT",.010089,"",
"","SX2100D63U","Da Brat","Got It Poppin'","","","USAR10300636","","iHeartRadio","Webcasting","01-SEP-19","30-SEP-19","94","","CURRENT",.0676305,"",
"","SX2100HLUJ","Mariah Carey","Always Be My Baby","","","USSM19502477","","Alpha Media - Saginaw","Webcasting","01-JAN-19","31-JAN-19","","","PRIOR",.09496675,"",
"","SX2100D7LH","Da Brat","That's What I'm Looking For","Unrestricted","So So Def","USSM19924162","074646386026","TUNEIN INC.","Webcasting","01-OCT-19","31-OCT-19","","","CURRENT",.5513895,"",
"","SX3102I4B0","Da Brat  JD  Lil Jon","We Ready","Unrestricted","So So Def","USSM10000416","074646386026","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-OCT-19","31-OCT-19","854","","CURRENT",.6144885,"",
"","SX2100ELZM","Da Brat","Chi Town","Unrestricted","So So Def","USSM19929828","074646977224","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-OCT-19","31-OCT-19","37","","CURRENT",.02663325,"",
"","SX3101KUQS","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","","","Townsquare Media Broadcasting","Webcasting","01-OCT-19","31-OCT-19","24","","CURRENT",.01765575,"",
"","SX3101HMLD","DRU HILL/DA BRAT/JD","IN MY BED (REMIX)","SO SO DEF: DEFINITION OF A REMIX","SONY","","","Cumulus Media, Inc.","Webcasting","01-APR-19","30-APR-19","","","PRIOR",.16506225,"",
"","SX2107VZK8","Da Brat","Live It Up","","","USSM19603188","","Pandora - SONY","Direct Licensing","01-OCT-19","31-OCT-19","418","","CURRENT",.30078,"",
"","SX2100C9TY","Cherish  Da Brat","In Love Wit Chu","","","USAR10300127","","iHeartRadio","Webcasting","01-SEP-19","30-SEP-19","60","","CURRENT",.02158875,"",
"","SX3102BZ10","Da Brat  Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","074646386026","WGBL","Webcasting","01-OCT-19","31-OCT-19","","","CURRENT",.09135675,"",
"","SX2100EA55","Dru Hill","In My Bed","","","USIR29700123","","Carter Broadcast Group, Inc.","Webcasting","01-OCT-18","31-OCT-18","","","PRIOR",.01939813,"",
"","SX2100D63O","Cherish  Da Brat","In Love Wit Chu","","","USAR10300642","","iHeartRadio","Webcasting","01-SEP-19","30-SEP-19","2000","","CURRENT",.71950387,"",
"","SX2100HLUJ","Mariah Carey","Always Be My Baby","","","USSM19502477","","Alpha Media - Saginaw","Webcasting","01-OCT-18","31-OCT-18","","","PRIOR",.12115564,"",
