"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX3102QPCJ","Da Brat  Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","074646386026","Radio Now, LLC","Webcasting","01-MAY-20","31-MAY-20","","","CURRENT",.01517626,"",
"","SX3100MOSW","Da Brat  T-Boz","Ghetto Love","Anuthatantrum","So So Def","USSM19603186","9399700017960","PANDORA.COM - Subscription Webcast","Webcasting","01-MAY-20","31-MAY-20","284","","CURRENT",.273771,"",
"","SX2100D8A9","Da Brat","Funkdafied","","","USSM19402033","","iHeartRadio","Webcasting","01-APR-20","30-APR-20","8381","","CURRENT",6.05634975,"",
"","SX2100D8A9","Da Brat","Funkdafied","","","USSM19402033","","WXST-FM","Webcasting","01-DEC-19","31-DEC-19","","","CURRENT",.047709,"",
"","SX3101W9O9","DA BRAT/NOTORIOUS B.I.G.","BSIDE","","INDEPENDENT","","","iHeartRadio","Webcasting","01-APR-20","30-APR-20","387","","CURRENT",.13981387,"",
"","SX2104D2E3","Missy Elliott & Da Brat","Sock It 2 Me (feat. Da Brat)","Supa Dupa Fly","Elektra Entertainment Group","USEW19706203","075596206242","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.09127126,"",
"","SX2100D82A","Da Brat","Funkdafied","","","USSM19400530","","IMVU.COM","Webcasting","01-MAY-20","31-MAY-20","","","CURRENT",.034713,"",
"","SX3102DTYW","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE DA BRAT","THE ULTIMATE R&B COLLECTION","WARNER MUSIC GROUP","","","Sirius XM Radio, Inc","Webcasting","01-MAY-20","31-MAY-20","","","CURRENT",1.6440795,"",
"","SX2100D82C","Da Brat","Funkdafied","","","USSM19400534","","iHeartRadio","Webcasting","01-APR-20","30-APR-20","1362","","CURRENT",.9841905,"",
"","SX2100D8A4","Da Brat","Give It 2 You","Funkdafied","So So Def/Work","USSM10021887","074646616420","Sirius XM Radio, Inc","Webcasting","01-MAY-20","31-MAY-20","","","CURRENT",9.10716075,"",
"","SX2100D824","Da Brat  The Notorious B.I.G.","Da B Side","","","USSM19400536","","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.39387713,"",
"","SX3102VFVB","DEMETRIA MCKINNEY/DA BRAT","100","100 (SINGLE)","RTD","","","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.29873699,"",
"","SX2100EA55","Dru Hill","In My Bed","In My Bed","Island Records Ltd","USIR29700123","731457200629","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.0155356,"",
"","SX3101ZE9T","DA BRAT","GIVE IT 2 YA REMIX","","","","","Urban One","Webcasting","01-MAY-20","31-MAY-20","1119","","CURRENT",.7897635,"",
"","SX2104GIM8","Da Brat  Total","No One Else (feat. Da Brat)","","","USBB40581128","","Pandora - Warner","Direct Licensing","01-MAY-20","31-MAY-20","31555","","CURRENT",11.40201001,"",
"","SX2100D6RR","Bow Wow featuring Da Brat","Damn Thing","The Price Of Fame","Sony Urban Music/Columbia","USSM10606969","886970395724","Pandora - SONY","Direct Licensing","01-MAY-20","31-MAY-20","34","","CURRENT",.012285,"",
"","SX2100D8A8","Da Brat","May Da Funk Be Wit 'Cha","Funkdafied","So So Def/Work","USSM10024867","074646616420","ADMIN TRUE UP","Admin True Up","01-APR-18","31-DEC-19","","","CURRENT",.010944,"",
"","SX3101KUQS","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","","","WXST-FM","Webcasting","01-JUL-19","31-JUL-19","","","CURRENT",.05142825,"",
"","SX2104GIM8","Da Brat  Total","No One Else (feat. Da Brat)","Total","Rhino Atlantic","USBB40581128","603497927555","Music Choice","Webcasting","01-MAY-20","31-MAY-20","","","CURRENT",.01058063,"",
"","SX3102I4B0","Da Brat  JD  Lil Jon","We Ready","Unrestricted","So So Def","USSM10000416","074646386026","PANDORA.COM - Subscription Webcast","Webcasting","01-MAY-20","31-MAY-20","193","","CURRENT",.186048,"",
"","SX2100IF4F","Lathun (Featuring Da Brat)","Freak It","Love You Down / Freak It","So So Def/Columbia","USSM19702947","098707880223","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAY-20","31-MAY-20","8542","","CURRENT",3.087918,"",
"","SX2100D8A9","Da Brat","Funkdafied","","","USSM19402033","","Urban One","Webcasting","01-AUG-19","31-AUG-19","","","PRIOR",.4939335,"",
"","SX2100D7LH","Da Brat","That's What I'm Looking For","","","USSM19924162","","IMVU.COM","Webcasting","01-MAY-20","31-MAY-20","","","CURRENT",.018297,"",
"","SX3101BCFI","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","","","Sirius XM Radio, Inc","SDARS","01-MAY-20","31-MAY-20","","8","CURRENT",34.26644205,"",
"","SX2100ELZQ","Da Brat  LaTocha Scott  Trey Lorenz","High Come Down","Unrestricted","So So Def","USSM19929831","074646977224","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAY-20","31-MAY-20","303","","CURRENT",.219051,"",
"","SX3103JB0C","Angie Martinez  Da Brat  Left Eye  Lil' Kim  Missy Misdemeanor Elliott","Not Tonight (feat. Da Brat, Left Eye, Missy Misdemeanor Elliott and Angie Martinez)","","","USAT29801132","","PES 2019","Admin True Up","01-JAN-19","31-DEC-19","","","CURRENT",.13776615,"",
"","SX2100D825","Da Brat","Sittin' On Top Of The World","","","USSM19603744","","iHeartRadio","Webcasting","01-MAY-20","31-MAY-20","94","","CURRENT",.06792975,"",
"","SX3101WR5J","Da Brat  Tyrese","What'chu Like","","","USSM19927446","","Radio Now, LLC","Webcasting","01-MAY-20","31-MAY-20","","","CURRENT",.0233415,"",
"","SX2107VZK4","Da Brat","Sittin' On Top Of The World","","","USSM19603181","","Pandora - SONY","Direct Licensing","01-MAY-20","31-MAY-20","773","","CURRENT",.55854,"",
"","SX2100D8A2","Da Brat","Fire It Up","Funkdafied","So So Def/Work","USSM10027859","074646616420","ADMIN TRUE UP","Admin True Up","01-APR-18","31-DEC-19","","","CURRENT",.12153825,"",
"","SX2100V3R5","Da Brat & Bow Wow  Dem Franchize Boyz feat. Jermaine Dupri","I Think They Like Me","On Top Of Our Game","Virgin Records America","USVI20500231","094635473025","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.29436795,"",
"","SX2100HLUJ","Da Brat  Mariah Carey  Xscape","Always Be My Baby","The Remixes","Columbia","USSM19502477","5099751075424","Pandora - SONY","Direct Licensing","01-MAY-20","31-MAY-20","1112","","CURRENT",.26781322,"",
"","SX2100D8A9","Da Brat","Funkdafied","","","USSM19402033","","KFXZ-FM","Webcasting","01-MAR-19","31-MAR-19","","","CURRENT",.020007,"",
"","SX3103JB0C","Angie Martinez  Da Brat  Left Eye  Lil' Kim  Missy Misdemeanor Elliott","Not Tonight (feat. Da Brat, Left Eye, Missy Misdemeanor Elliott and Angie Martinez)","","","USAT29801132","","Music Choice","PES","01-MAY-20","31-MAY-20","","","CURRENT",.5199426,"",
"","SX2104D2EL","Missy Elliott & Da Brat","Sock It 2 Me (feat. Da Brat)","Supa Dupa Fly","Elektra Entertainment Group","USEW19709503","075596209540","PES 2019","Admin True Up","01-JAN-19","31-DEC-19","","","CURRENT",.07427812,"",
"","SX3102BZ10","Da Brat  Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","074646386026","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.115938,"",
"","SX3101BKUZ","Da Brat  The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","074646792223","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.01833975,"",
"","SX2100D8A9","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","Sirius XM Radio, Inc","Cable Radio","01-MAY-20","31-MAY-20","","","CURRENT",1.745226,"",
"","SX2100D8AA","Da Brat","Fa All Y'All","Funkdafied","So So Def/Work","USSM10024455","074646616420","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.017442,"",
"","SX2100D7LD","Da Brat  Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","074646386026","SDARS 2019","Admin True Up","01-JAN-19","31-DEC-19","","","CURRENT",.46539787,"",
"","SX3102DTYW","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE DA BRAT","THE ULTIMATE R&B COLLECTION","WARNER MUSIC GROUP","","","Sirius XM Radio, Inc","Cable Radio","01-MAY-20","31-MAY-20","","","CURRENT",.21815325,"",
"","SX2100D8A3","Da Brat","Mind Blowin'","Funkdafied","So So Def/Work","USSM10020893","074646616420","Pandora - SONY","Direct Licensing","01-MAY-20","31-MAY-20","36","","CURRENT",.02601,"",
"","SX2107VZKA","Da Brat  T-Boz","Ghetto Love","","","USSM19603186","","SDARS 2019","Admin True Up","01-JAN-19","31-DEC-19","","","CURRENT",.231876,"",
"","SX2100ELZM","Da Brat","Chi Town","Unrestricted","So So Def","USSM19929828","074646977224","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAY-20","31-MAY-20","53","","CURRENT",.038304,"",
"","SX2104D2E3","Missy Elliott & Da Brat","Sock It 2 Me (feat. Da Brat)","Supa Dupa Fly","Elektra Entertainment Group","USEW19706203","075596206242","TUNEIN INC.","Webcasting","01-MAY-20","31-MAY-20","","","CURRENT",.27605813,"",
"","SX2100EA52","Da Brat  Jagged Edge  Jermaine Dupri  Lil Bow Wow  R.O.C.  Tigah","Where the Party At","","","USSM10105754","","Pandora - SONY","Direct Licensing","01-MAY-20","31-MAY-20","3998","","CURRENT",.48127741,"",
"","SX2100ELZT","Da Brat","That's What I'm Looking For","","","USSM19924161","","PANDORA.COM - Subscription Webcast","Webcasting","01-MAY-20","31-MAY-20","2021","","CURRENT",1.9482885,"",
"","SX2100D8A4","Da Brat","Give It 2 You","Funkdafied","So So Def/Work","USSM10021887","074646616420","Pandora - SONY","Direct Licensing","01-MAY-20","31-MAY-20","4415","","CURRENT",3.19014,"",
"","SX3100LJ6W","Total featuring Da Brat","No One Else (feat. Da Brat)","Total","Atlantic Recording Corp.","USBB40581128","786127300666","Townsquare Media Broadcasting","Webcasting","01-MAY-20","31-MAY-20","559","","CURRENT",.2034045,"",
"","SX2100K8ID","Da Brat  Destiny's Child","Survivor","This Is The Remix","Columbia","USSM10201540","696998643123","ADMIN TRUE UP","Admin True Up","01-SEP-18","31-DEC-19","","","CURRENT",.07191,"",
"","SX2100D82C","Da Brat","Funkdafied","","","USSM19400534","","PANDORA.COM - Subscription Webcast","Webcasting","01-MAY-20","31-MAY-20","20","","CURRENT",.01928025,"",
"","SX2100MFD8","Da Brat  Jermaine Dupri  Krayzie Bone","Don't Hate On Me","Life In 1472 (The Original Soundtrack)","So So Def","USSM19801129","886445972085","ADMIN TRUE UP","Admin True Up","01-APR-18","31-DEC-19","","","CURRENT",.02076017,"",
"","SX2100D824","Da Brat  The Notorious B.I.G.","Da B Side","","","USSM19400536","","SDARS 2019","Admin True Up","01-JAN-19","31-DEC-19","","","CURRENT",.2307645,"",
"","SX31026N2G","Da Brat","Funkdafied","","","USSM19402033","","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.03477713,"",
"","SX310287QJ","Da Brat  Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","074646386026","IMVU.COM","Webcasting","01-MAY-20","31-MAY-20","","","CURRENT",.0568575,"",
"","SX2100D8A9","Da Brat","Funkdafied","","","USSM19402033","","DEEZER.COM","Webcasting","01-MAY-20","31-MAY-20","24","","CURRENT",.0173565,"",
"","SX2100D8A6","Da Brat","Ain't No Thang","","","USSM10021885","","iHeartRadio","Webcasting","01-APR-20","30-APR-20","61","","CURRENT",.04407525,"",
"","SX2100MBA9","Da Brat  Jermaine Dupri  Kandi","You Bring the Freak Out of Me","Instructions (Explicit Version)","Columbia","USSM10109189","5099749798021","Sirius XM Radio, Inc","SDARS","01-MAY-20","31-MAY-20","","2","CURRENT",14.28054329,"",
"","SX2100D63U","Da Brat","Got It Poppin'","","","USAR10300636","","Webcasting 2019","Admin True Up","01-JUL-10","30-APR-20","","","CURRENT",.0106875,"",
"","SX210N1POT","Da Brat  Jermaine Dupri  Usher","The Party Continues","","","USSM11605073","","iHeartRadio","Webcasting","01-APR-20","30-APR-20","42","","CURRENT",.01011952,"",
"","SX2100D8A9","Da Brat","Funkdafied","","","USSM19402033","","Cumulus Media, Inc.","Webcasting","01-APR-20","30-APR-20","556","","CURRENT",.40283325,"",
"","SX2100D8A8","Da Brat","May Da Funk Be Wit 'Cha","","","USSM10024867","","iHeartRadio","Webcasting","01-MAY-20","31-MAY-20","105","","CURRENT",.07588125,"",
"","SX3101BKUZ","Da Brat  The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","074646792223","SDARS 2019","Admin True Up","01-JAN-19","31-DEC-19","","","CURRENT",5.07643425,"",
