"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX3100Q9D9","DRU HILL/DA BRAT/JD","IN MY BED","SO SO DEF: DEFINITION OF A REMIX","SONY MUSIC","","","CARTER BROADCAST GROUP, INC.","Webcasting","01-MAR-16","31-MAR-16","","","CURRENT",.06378151,"",
"New Association","SX3102VFVB","DEMETRIA MCKINNEY/DA BRAT","100","100 (SINGLE)","RTD","","","PANDORA.COM - Subscription Webcast","Webcasting","01-MAY-15","31-MAY-15","","","PRIOR",.73749359,"",
"New Association","SX3102VFVB","DEMETRIA MCKINNEY/DA BRAT","100","100 (SINGLE)","RTD","","","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAR-16","31-MAR-16","2850","","CURRENT",.98113387,"",
"","SX2100D8A2","Da Brat","Fire It Up","Funkdafied","So So Def/Work","USSM10027859","074646616420","PANDORA.COM - Subscription Webcast","Webcasting","01-MAR-16","31-MAR-16","270","","CURRENT",.240597,"",
"","SX3103P6YF","DA BRAT","WORLD PREMIERE","LIMELITE, LUV & NITECLUBZ","SO SO DEF","","","PANDORA.COM - Subscription Webcast","Webcasting","01-MAR-16","31-MAR-16","24","","CURRENT",.02141775,"",
"New Association","SX3102VFVB","DEMETRIA MCKINNEY/DA BRAT","100","100 (SINGLE)","RTD","","","Google Play Music","Webcasting","01-JUN-15","30-JUN-15","","","PRIOR",.06528112,"",
"New Association","SX3102VFVB","DEMETRIA MCKINNEY/DA BRAT","100","100 (SINGLE)","RTD","","","LIVE365.COM - WEBCASTING","Webcasting","01-OCT-14","31-OCT-14","","","PRIOR",.02240145,"",
"","SX3100LJ6W","Total featuring Da Brat","No One Else","Total","Rhino Atlantic","USBB40581128","603497927555","MIXCLOUD.COM - Nonsubscription Webcast","Webcasting","01-MAY-15","31-MAY-15","","","CURRENT",.03114337,"",
"New Association","SX3102VFVB","DEMETRIA MCKINNEY/DA BRAT","100","100 (SINGLE)","RTD","","","Google Play Music","Webcasting","01-OCT-15","31-OCT-15","","","PRIOR",1.0561659,"",
"New Association","SX2100C9O8","Da Brat  Omarion","Ice Box","Ice Box","Columbia","USSM10700577","886970796828","SPOTIFY.COM","Webcasting","01-NOV-12","30-NOV-12","","","PRIOR",.0131484,"",
"New Association","SX3102VFVB","DEMETRIA MCKINNEY/DA BRAT","100","100 (SINGLE)","RTD","","","PANDORA.COM - Subscription Webcast","Webcasting","01-JUL-15","31-JUL-15","","","PRIOR",.63510511,"",
"","SX3102ONXY","DA BRAT","WHAT'S ON YA MIND","UNRESTRICTED","SO SO DEF","","","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAR-16","31-MAR-16","124","","CURRENT",.08537175,"",
"New Association","SX3102VFVB","DEMETRIA MCKINNEY/DA BRAT","100","100 (SINGLE)","RTD","","","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-OCT-14","31-OCT-14","","","PRIOR",.49118585,"",
"","SX3100PNXR","Jagged Edge","The Way That You Talk","","","USSM19605295","","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAR-16","31-MAR-16","63","","CURRENT",.02169563,"",
"","SX2100D87E","Da Brat","Got It Poppin'","Limelite, Luv & Niteclubz","Arista","USAR10300647","888880307965","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAR-16","31-MAR-16","50","","CURRENT",.03441375,"",
"New Association","SX31264F2S","LIL' KIM/ANGIE MARTINEZ/DA BRAT","NOT TONIGHT (REMIX)","NOTHING TO LOSE SOUNDTRACK","TOMMY BOY","","","CARTER BROADCAST GROUP, INC.","Webcasting","01-SEP-15","30-SEP-15","","","PRIOR",.03016411,"",
"","SX31019LTM","Cherish  Da Brat","In Love Wit Chu","Limelite, Luv & Niteclubz","Arista","USAR10300127","888880307965","MIXCLOUD.COM - Nonsubscription Webcast","Webcasting","01-NOV-15","30-NOV-15","","","CURRENT",.01340212,"",
"","SX2107VZK9","Da Brat","Lyrical Molestation","Anuthatantrum","So So Def","USSM19603187","9399700017960","MIXCLOUD.COM - Nonsubscription Webcast","Webcasting","01-JAN-15","31-JAN-15","","","CURRENT",.016074,"",
"","SX2104D2E3","Missy Elliott & Da Brat","Sock It 2 Me (feat. Da Brat)","Supa Dupa Fly","Elektra Entertainment Group","USEW19706203","075596206228","SIRIUS XM RADIO, INC","Webcasting","01-MAR-16","31-MAR-16","","","CURRENT",1.04684062,"",
"","SX3101HMLD","DRU HILL/DA BRAT/JD","IN MY BED (REMIX)","SO SO DEF: DEFINITION OF A REMIX","SONY","","","SIRIUS XM RADIO, INC","SDARS","01-MAR-16","31-MAR-16","","9","CURRENT",37.04573691,"",
"New Association","SX312DZD9R","DA BRAT","#YAK (YOU ALREADY KNOW) (FEAT. SAGE THE GEMINI & ERIC BELLINGER)","#YAK (YOU ALREADY KNOW) (SINGLE) 00","RARE BREED RECORDINGS","","","PANDORA.COM - Subscription Webcast","Webcasting","01-JAN-16","31-JAN-16","","","PRIOR",.99879697,"",
"New Association","SX3102VFVB","DEMETRIA MCKINNEY/DA BRAT","100","100 (SINGLE)","RTD","","","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-MAY-15","31-MAY-15","","","PRIOR",4.37906897,"",
