"Type","Royalty Item SXID","Artist Name","Track Name","Album Name","Label Name","ISRC","Release UPC","Licensee Name","Category of Service","Broadcast Start Date","Broadcast End Date","Num Performances","Num Spins","Allocation Period","Your Payment Amount","Third Party Name","Third Party Payment Amount"
"","SX2107VZKD","Da Brat","Just A Little Bit More","Anuthatantrum","So So Def","USSM19603184","9399700017960","WEBCASTING 2014","Admin True Up","01-JAN-14","31-DEC-14","","","CURRENT",.01090125,"",
"","SX31017LAM","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","","","SDARS 2014","Admin True Up","01-JAN-14","31-DEC-14","","","CURRENT",.06498,"",
"","SX2100D7LD","Da Brat  Tyrese","What'chu Like","","","USSM19927449","","WJMR","Webcasting","01-SEP-13","30-SEP-13","","","PRIOR",.02068194,"",
"","SX2100D8A4","Da Brat","Give It 2 You","Funkdafied","So So Def/Work","USSM10021887","074646616420","LAST.FM","Webcasting","01-AUG-12","31-AUG-12","","","CURRENT",.011457,"",
"","SX3102XZXJ","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","","","SDARS 2015","Admin True Up","01-JAN-15","31-DEC-15","","","CURRENT",2.0869695,"",
"","SX3103KOFD","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","ENTERCOM COMMUNICATIONS CORP.","Webcasting","01-APR-16","30-APR-16","102","","CURRENT",.070794,"",
"","SX31004VLW","BRANDY/SHAUNTA/DA BRAT","U DON'T KNOW ME (LIKE U USED TO) (REMIX)","NEVER SAY NEVER","ATLANTIC/WARNER","","","ACCURADIO.COM","Webcasting","01-APR-16","30-APR-16","","","CURRENT",.06631287,"",
"","SX3103KOFD","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","ENTERCOM COMMUNICATIONS CORP.","Webcasting","01-MAR-16","31-MAR-16","164","","CURRENT",.113202,"",
"","SX2100ELZS","Da Brat  Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927446","074646977224","SLACKER.COM - Sony","Direct Licensing","01-MAR-16","31-MAR-16","","","CURRENT",.266445,"",
"","SX3101BP8Y","DA BRAT","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","","","ACCURADIO.COM","Webcasting","01-APR-16","30-APR-16","","","CURRENT",.01859625,"",
"","SX2100D7LD","Da Brat  Tyrese","What'chu Like","","","USSM19927449","","WJMR","Webcasting","01-APR-14","30-APR-14","","","PRIOR",.02513018,"",
"","SX3103KOFD","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","RADIO ONE, INC.","Webcasting","01-MAR-16","31-MAR-16","1331","","CURRENT",.91899675,"",
"","SX3100MOSW","Da Brat  T-Boz","Ghetto Love","Anuthatantrum","So So Def","USSM19603186","9399700017960","SLACKER.COM - Sony","Direct Licensing","01-MAR-16","31-MAR-16","","","CURRENT",.11322,"",
"","SX2100D7LH","Da Brat","That's What I'm Looking For","Unrestricted","So So Def","USSM19924162","074646386026","PANDORA.COM - Nonsubscription Webcast","Webcasting","01-APR-16","30-APR-16","7812","","CURRENT",5.3787195,"",
"","SX3103KOFD","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","LAST.FM - Nonsubscription Webcast","Webcasting","01-JUN-13","30-JUN-13","","","CURRENT",.0139365,"",
"New Association","SX2100C9TY","Cherish  Da Brat","In Love Wit Chu","In Love Wit Chu","Arista","USAR10300127","828765230827","SPOTIFY.COM","Webcasting","01-APR-13","30-APR-13","","","PRIOR",.02416024,"",
"","SX3101BKUZ","Da Brat  The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","074646792223","SDARS 2015","Admin True Up","01-JAN-15","31-DEC-15","","","CURRENT",.5758425,"",
"","SX3103KOFD","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","074646616420","LAST.FM","Webcasting","01-OCT-11","31-OCT-11","","","CURRENT",.0729315,"",
"","SX2100D8A4","Da Brat","Give It 2 You","Funkdafied","So So Def/Work","USSM10021887","074646616420","SDARS 2015","Admin True Up","01-JAN-15","31-DEC-15","","","CURRENT",.970083,"",
"","SX2100D879","Da Brat","Gushy Wushy","Limelite, Luv & Niteclubz","Arista","USAR10300651","888880307965","PANDORA.COM - Subscription Webcast","Webcasting","01-APR-16","30-APR-16","18","","CURRENT",.01603125,"",
"New Association","SX2104D2F6","Missy Elliott / Aaliyah / Da Brat","Stickin' Chickens","Da Real World","Elektra Entertainment Group","USEW19900140","075596243629","SPOTIFY.COM - Warner","Direct Licensing","01-NOV-13","30-NOV-13","","","PRIOR",.02967186,"",
"","SX3101HMLD","DRU HILL/DA BRAT/JD","IN MY BED (REMIX)","SO SO DEF: DEFINITION OF A REMIX","SONY","","","WEBCASTING 2014","Admin True Up","01-JAN-14","31-DEC-14","","","CURRENT",.01921284,"",
"","SX2107VZK5","Da Brat","Let's All Get High","Anuthatantrum","So So Def","USSM19603182","9399700017960","SLACKER.COM - Sony","Direct Licensing","01-APR-16","30-APR-16","","","CURRENT",.11106,"",
"","SX3100LJ6W","Total featuring Da Brat","No One Else","Total","Rhino Atlantic","USBB40581128","603497927555","CBS Webcasting","Webcasting","01-MAR-16","31-MAR-16","82","","CURRENT",.0283005,"",
"","SX3101HMLD","DRU HILL/DA BRAT/JD","IN MY BED (REMIX)","SO SO DEF: DEFINITION OF A REMIX","SONY","","","SDARS 2014","Admin True Up","01-JAN-14","31-DEC-14","","","CURRENT",.35828814,"",
"","SX3100IRS8","Da Brat  The Notorious B.I.G.","Da B Side","","","USSM19400536","","RADIO ONE, INC.","Webcasting","01-APR-16","30-APR-16","957","","CURRENT",.22421159,"",
"","SX2100D8A4","Da Brat","Give It 2 You","Funkdafied","So So Def/Work","USSM10021887","074646616420","SIRIUS XM RADIO, INC","Webcasting","01-APR-16","30-APR-16","","","CURRENT",.6276555,"",
"","SX2104D2E3","Missy Elliott & Da Brat","Sock It 2 Me (feat. Da Brat)","Supa Dupa Fly","East/West","USEW19706203","075596213721","SLACKER.COM - Warner","Direct Licensing","01-MAR-16","31-MAR-16","","","CURRENT",1.30779,"",
