"SCHEDULE_ID","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","DISTRIBUTION_TYPE","AMOUNT"
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN (INTERLUDE)","UNRESTRICTED  (EXPLICIT)","SONY MUSIC","REALNETWORKS","Webcasters",01-JAN-04,31-MAR-05,"PRIOR",.0014983335
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN (INTERLUDE)","UNRESTRICTED  (EXPLICIT)","SONY MUSIC","WEBCASTING PROXY II","Webcasters",01-APR-04,31-DEC-09,"PRIOR",.05450430589219646
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN (INTERLUDE)","UNRESTRICTED  (EXPLICIT)","SONY MUSIC","Yahoo! Inc. Non-Subscriber","Webcasters",01-AUG-04,30-APR-09,"PRIOR",.3228569685
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN (INTERLUDE)","UNRESTRICTED  (EXPLICIT)","SONY MUSIC","Yahoo! Inc. Subscriber","Webcasters",01-AUG-04,30-APR-09,"PRIOR",.1037953215
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN (INTERLUDE)","UNRESTRICTED  (EXPLICIT)","SONY MUSIC","Yahoo! Inc. music match","Webcasters",01-JUL-04,30-SEP-07,"PRIOR",.0340674345
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN (INTERLUDE)","UNRESTRICTED  (EXPLICIT)","SONY MUSIC","Yahoo! Inc. music match Sub","Webcasters",01-JAN-05,30-SEP-07,"PRIOR",.0056007765
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN INTERLUDE","UNRESTRICTED (EDITED)","SONY MUSIC","WEBCASTING PROXY II","Webcasters",01-APR-04,31-DEC-04,"PRIOR",.0029367495
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN INTERLUDE","UNRESTRICTED (EDITED)","SONY MUSIC","Yahoo! Inc. Non-Subscriber","Webcasters",01-AUG-04,31-AUG-04,"PRIOR",.0170891145
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN INTERLUDE","UNRESTRICTED (EDITED)","SONY MUSIC","Yahoo! Inc. Subscriber","Webcasters",01-AUG-04,31-AUG-04,"PRIOR",.0045061695
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN INTERLUDE","UNRESTRICTED (EDITED)","SONY MUSIC","Yahoo! Inc. music match","Webcasters",01-JUL-04,30-SEP-04,"PRIOR",.010511793
