"SCHEDULE_ID","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","DISTRIBUTION_TYPE","AMOUNT"
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN (INTERLUDE)","UNRESTRICTED  (EXPLICIT)","SONY MUSIC","REALNETWORKS","Webcasters",01-APR-04,31-MAR-05,"CURRENT",.0001689705
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN (INTERLUDE)","UNRESTRICTED  (EXPLICIT)","SONY MUSIC","Yahoo! Inc. Non-Subscriber","Webcasters",01-JAN-04,30-APR-09,"CURRENT",.089438517
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN (INTERLUDE)","UNRESTRICTED  (EXPLICIT)","SONY MUSIC","Yahoo! Inc. Subscriber","Webcasters",01-JAN-05,30-APR-09,"CURRENT",.028910583
"42577","DA BRAT","A WORD FROM...DA BISHOP DON 'MAGIC' JUAN INTERLUDE","UNRESTRICTED (EDITED)","SONY MUSIC","Yahoo! Inc. Non-Subscriber","Webcasters",01-JAN-04,31-DEC-04,"CURRENT",.0037171845
"42577","DA BRAT","AIN'T GOT TIME TO  WASTE","","ARISTA","LAST.FM_CBS","Webcasters",01-JUL-11,30-SEP-11,"CURRENT",.0027652995
"42577","DA BRAT","AIN'T GOT TIME TO  WASTE","","ARISTA","Live365 Non-Subscriber","Webcasters",01-JAN-06,31-DEC-07,"CURRENT",.0087890445
"42577","DA BRAT","AIN'T GOT TIME TO  WASTE","","ARISTA","Live365 Subscriber","Webcasters",01-JAN-06,31-DEC-07,"CURRENT",.001903167
"42577","DA BRAT","AIN'T GOT TIME TO  WASTE","","ARISTA","REALNETWORKS","Webcasters",01-APR-04,31-MAR-05,"CURRENT",.000105633
"42577","DA BRAT","AIN'T NO THANG","FUNKDAFIED","CHAOS/SO SO DEF","IMVU","Webcasters",01-DEC-11,31-DEC-11,"CURRENT",.0019207215
"42577","DA BRAT","AIN'T NO THANG","FUNKDAFIED","CHAOS/SO SO DEF","LAST.FM_CBS","Webcasters",01-JUL-11,30-SEP-11,"CURRENT",.1786418325
